"ID","trial","parameter","Score"
74,"pure","mu",515.864044251541
75,"pure","mu",617.444638125661
76,"pure","mu",526.350258200381
77,"pure","mu",465.952920881364
78,"pure","mu",473.039434865603
80,"pure","mu",501.302864001593
81,"pure","mu",566.525084707917
82,"pure","mu",412.34948316872
83,"pure","mu",454.720401922331
84,"pure","mu",458.675387080482
85,"pure","mu",437.015398024114
86,"pure","mu",478.270596766614
87,"pure","mu",498.797570860268
88,"pure","mu",427.310384591956
89,"pure","mu",461.342213640176
90,"pure","mu",384.476329931959
91,"pure","mu",404.224004618383
92,"pure","mu",407.211278869605
93,"pure","mu",454.80180188919
94,"pure","mu",518.958741759207
95,"pure","mu",371.496545709945
97,"pure","mu",346.348578260066
98,"pure","mu",518.461236693197
99,"pure","mu",536.799269223314
100,"pure","mu",422.120616458379
101,"pure","mu",439.625494241279
102,"pure","mu",384.109309308981
1,"pure","sigma",0.0000524999365632493
2,"pure","sigma",52.747276346104
3,"pure","sigma",56.6421535112803
4,"pure","sigma",46.397254756129
5,"pure","sigma",25.5293593463593
6,"pure","sigma",47.1122344291288
7,"pure","sigma",54.634791853771
8,"pure","sigma",77.4628817187357
9,"pure","sigma",34.4771361649799
10,"pure","sigma",82.1382250777714
11,"pure","sigma",19.3563058639177
12,"pure","sigma",31.2443912147282
13,"pure","sigma",27.007759954862
14,"pure","sigma",30.2453160982104
16,"pure","sigma",37.3908768300995
17,"pure","sigma",43.6867892083752
19,"pure","sigma",56.3213854607744
20,"pure","sigma",74.3443152456413
21,"pure","sigma",43.3868020719701
22,"pure","sigma",47.5658454064314
23,"pure","sigma",19.4297761226713
24,"pure","sigma",52.7643181849837
25,"pure","sigma",42.4761313992447
26,"pure","sigma",47.8440671519724
27,"pure","sigma",0.0503502287833466
28,"pure","sigma",49.4804334153555
29,"pure","sigma",43.4026917075093
30,"pure","sigma",40.4396519524321
31,"pure","sigma",25.5905525320333
34,"pure","sigma",38.1207696319529
35,"pure","sigma",37.481391604529
37,"pure","sigma",41.7927053716506
38,"pure","sigma",39.3966242141608
39,"pure","sigma",32.2249223350665
40,"pure","sigma",43.9265683027808
43,"pure","sigma",35.7022048402406
44,"pure","sigma",26.3851830096309
45,"pure","sigma",35.6091057329724
46,"pure","sigma",32.2426331652239
47,"pure","sigma",58.3501253439442
50,"pure","sigma",37.096877023848
51,"pure","sigma",42.6313377387991
53,"pure","sigma",46.3920371110329
54,"pure","sigma",41.8426803363889
55,"pure","sigma",54.2733946060139
56,"pure","sigma",45.4414130000396
57,"pure","sigma",40.3369405956372
58,"pure","sigma",43.8308700405779
59,"pure","sigma",46.993146443066
60,"pure","sigma",36.4883781377474
61,"pure","sigma",35.4042744545769
62,"pure","sigma",18.4963322591847
63,"pure","sigma",60.4379525523704
64,"pure","sigma",22.4950032090896
65,"pure","sigma",34.101768007601
66,"pure","sigma",33.262564898424
67,"pure","sigma",42.4456678805532
69,"pure","sigma",33.2619542956162
70,"pure","sigma",44.7677064314334
71,"pure","sigma",43.4826254227175
72,"pure","sigma",41.0620559991093
73,"pure","sigma",29.2930634423601
74,"pure","sigma",58.6363002682477
75,"pure","sigma",56.5830858712771
76,"pure","sigma",47.9843047452068
77,"pure","sigma",41.7572024936764
78,"pure","sigma",68.937526227188
80,"pure","sigma",33.1277036007881
81,"pure","sigma",69.8808007252753
82,"pure","sigma",17.8880653632089
83,"pure","sigma",52.1086045533678
84,"pure","sigma",48.9080388633146
85,"pure","sigma",51.5623759167441
86,"pure","sigma",49.5777734220311
87,"pure","sigma",46.4649241957734
88,"pure","sigma",24.0653312661958
89,"pure","sigma",36.2327087870282
90,"pure","sigma",31.0084197176238
91,"pure","sigma",48.6908763075886
92,"pure","sigma",42.1329870528322
93,"pure","sigma",48.4797936993714
94,"pure","sigma",109.273760325373
95,"pure","sigma",24.4091330256204
97,"pure","sigma",31.2164168934212
98,"pure","sigma",40.9328941852618
99,"pure","sigma",46.0677029068885
100,"pure","sigma",24.9022569582937
101,"pure","sigma",50.5717279267093
102,"pure","sigma",57.8552228060258
1,"pure","tau",487.516544764601
2,"pure","tau",155.208127848197
3,"pure","tau",209.054208530343
4,"pure","tau",202.959272121017
5,"pure","tau",264.801258589128
6,"pure","tau",332.741190303312
7,"pure","tau",258.141765994686
8,"pure","tau",188.129833815582
9,"pure","tau",121.054819907958
10,"pure","tau",796.243932340247
11,"pure","tau",270.490556503621
12,"pure","tau",161.160783113744
13,"pure","tau",231.908667798457
14,"pure","tau",394.321854810066
16,"pure","tau",483.19555001544
17,"pure","tau",135.252829814734
19,"pure","tau",193.203979520772
20,"pure","tau",229.227134484738
21,"pure","tau",83.2630182527183
22,"pure","tau",183.990526881929
23,"pure","tau",149.987454577809
24,"pure","tau",143.036654446849
25,"pure","tau",96.8190185704458
26,"pure","tau",198.259842546342
27,"pure","tau",568.679736440031
28,"pure","tau",155.274141837636
29,"pure","tau",183.681486857585
30,"pure","tau",345.453907862718
31,"pure","tau",144.382237586214
34,"pure","tau",156.752960475109
35,"pure","tau",79.6160676454427
37,"pure","tau",437.399171838351
38,"pure","tau",112.062810709998
39,"pure","tau",111.215583555034
40,"pure","tau",110.213751795552
43,"pure","tau",179.389722809543
44,"pure","tau",422.048357128826
45,"pure","tau",147.994933846306
46,"pure","tau",212.93670985401
47,"pure","tau",245.140186619218
50,"pure","tau",177.624800774196
51,"pure","tau",110.992501825156
53,"pure","tau",117.481883968028
54,"pure","tau",157.164754822278
55,"pure","tau",394.057011792778
56,"pure","tau",258.900502864014
57,"pure","tau",127.119515703004
58,"pure","tau",455.866676280963
59,"pure","tau",204.227524675171
60,"pure","tau",111.865724698581
61,"pure","tau",70.6885224749435
62,"pure","tau",150.621446879053
63,"pure","tau",130.083136202471
64,"pure","tau",332.168938791874
65,"pure","tau",106.547939302136
66,"pure","tau",86.4332041944728
67,"pure","tau",73.6701053653223
69,"pure","tau",114.685190013002
70,"pure","tau",135.834519838893
71,"pure","tau",417.879889487922
72,"pure","tau",131.981737129384
73,"pure","tau",181.306310206879
74,"pure","tau",130.113822628392
75,"pure","tau",418.782196831948
76,"pure","tau",618.113794078791
77,"pure","tau",178.842815636137
78,"pure","tau",210.629918183176
80,"pure","tau",355.100056224002
81,"pure","tau",175.0057554278
82,"pure","tau",200.666858782691
83,"pure","tau",151.999122072287
84,"pure","tau",250.235264730282
85,"pure","tau",404.731224896675
86,"pure","tau",200.401319861896
87,"pure","tau",125.787782724686
88,"pure","tau",287.097963281192
89,"pure","tau",173.422594388753
90,"pure","tau",212.098333428093
91,"pure","tau",126.994109352448
92,"pure","tau",113.859998132771
93,"pure","tau",98.7754952131558
94,"pure","tau",437.696836919855
95,"pure","tau",208.627294541553
97,"pure","tau",117.863439590107
98,"pure","tau",111.414783856272
99,"pure","tau",334.713018796561
100,"pure","tau",122.084155549671
101,"pure","tau",360.052531696333
102,"pure","tau",202.483800932707
1,"alt_ns","mu",683.938500601191
2,"alt_ns","mu",683.282894385305
3,"alt_ns","mu",742.539244415872
4,"alt_ns","mu",1134.43290961474
5,"alt_ns","mu",515.452295596353
6,"alt_ns","mu",739.99782282245
7,"alt_ns","mu",928.968442377468
8,"alt_ns","mu",921.464932874536
9,"alt_ns","mu",741.46559300567
10,"alt_ns","mu",1072.03372626511
11,"alt_ns","mu",665.771772071004
12,"alt_ns","mu",681.444871196721
13,"alt_ns","mu",823.783180425529
14,"alt_ns","mu",716.556799975343
16,"alt_ns","mu",1171.02155595437
17,"alt_ns","mu",782.595724110442
19,"alt_ns","mu",1017.70873425231
20,"alt_ns","mu",845.084457050126
21,"alt_ns","mu",514.873827016066
22,"alt_ns","mu",852.769297616017
23,"alt_ns","mu",473.486506169809
24,"alt_ns","mu",751.991324754817
25,"alt_ns","mu",815.559066355466
26,"alt_ns","mu",639.833538629192
27,"alt_ns","mu",725.999245151282
28,"alt_ns","mu",945.821263233556
29,"alt_ns","mu",702.268855293412
30,"alt_ns","mu",994.185094104024
31,"alt_ns","mu",1092.48848332901
34,"alt_ns","mu",746.728540959167
35,"alt_ns","mu",887.625367064584
37,"alt_ns","mu",1015.64950140845
38,"alt_ns","mu",776.071291050659
39,"alt_ns","mu",731.680965788515
40,"alt_ns","mu",738.046698874808
43,"alt_ns","mu",795.21013172161
44,"alt_ns","mu",512.715713154611
45,"alt_ns","mu",720.566791290419
46,"alt_ns","mu",715.992478068199
47,"alt_ns","mu",728.645515242038
50,"alt_ns","mu",569.999600759779
51,"alt_ns","mu",720.021273531213
53,"alt_ns","mu",688.999600876798
54,"alt_ns","mu",939.84386449008
55,"alt_ns","mu",935.102265062256
56,"alt_ns","mu",728.995380730586
57,"alt_ns","mu",627.783088584964
58,"alt_ns","mu",647.999175405064
59,"alt_ns","mu",736.24779211983
60,"alt_ns","mu",805.511536639242
61,"alt_ns","mu",680.333938000133
62,"alt_ns","mu",866.574313308965
63,"alt_ns","mu",650.826275371254
64,"alt_ns","mu",736.116748563374
65,"alt_ns","mu",863.169905426592
66,"alt_ns","mu",956.375174041692
67,"alt_ns","mu",828.85071574193
69,"alt_ns","mu",823.947938722763
70,"alt_ns","mu",536.186731979359
71,"alt_ns","mu",467.58974293829
72,"alt_ns","mu",865.919005691843
73,"alt_ns","mu",941.402627822402
74,"alt_ns","mu",749.999364063505
75,"alt_ns","mu",906.999968195485
76,"alt_ns","mu",950.393909387241
77,"alt_ns","mu",765.999517073311
78,"alt_ns","mu",710.589245137142
80,"alt_ns","mu",965.730577702662
81,"alt_ns","mu",1051.40264763708
82,"alt_ns","mu",728.047190412141
83,"alt_ns","mu",848.432088360117
84,"alt_ns","mu",656.999856217584
85,"alt_ns","mu",870.997748279753
86,"alt_ns","mu",1003.0367033813
87,"alt_ns","mu",745.584402293272
88,"alt_ns","mu",715.145022456695
89,"alt_ns","mu",715.988108205142
90,"alt_ns","mu",589.011124057255
91,"alt_ns","mu",1118.60797093406
92,"alt_ns","mu",703.795654014064
93,"alt_ns","mu",651.720900042243
94,"alt_ns","mu",776.622233546385
95,"alt_ns","mu",715.275693821085
97,"alt_ns","mu",756.331949668647
98,"alt_ns","mu",685.732461271848
99,"alt_ns","mu",827.207386945893
100,"alt_ns","mu",646.07657204589
101,"alt_ns","mu",713.546612527829
102,"alt_ns","mu",679.999277410078
1,"alt_ns","sigma",73.1686405923633
2,"alt_ns","sigma",12.6815409804175
3,"alt_ns","sigma",67.556041627136
4,"alt_ns","sigma",98.976318265612
5,"alt_ns","sigma",69.435070501143
6,"alt_ns","sigma",0.000556499580540718
7,"alt_ns","sigma",72.1951149321091
8,"alt_ns","sigma",71.883499185133
9,"alt_ns","sigma",40.5186666303684
10,"alt_ns","sigma",367.770576408628
11,"alt_ns","sigma",27.1203126280847
12,"alt_ns","sigma",25.5549852002838
13,"alt_ns","sigma",16.6305486286138
14,"alt_ns","sigma",67.5664113705805
16,"alt_ns","sigma",243.071207322881
17,"alt_ns","sigma",78.5895403034778
19,"alt_ns","sigma",279.381002149286
20,"alt_ns","sigma",67.6644691484602
21,"alt_ns","sigma",63.1593279233267
22,"alt_ns","sigma",63.7452447629766
23,"alt_ns","sigma",71.6904721503415
24,"alt_ns","sigma",0.00225813265327516
25,"alt_ns","sigma",54.0476229044688
26,"alt_ns","sigma",41.435444723202
27,"alt_ns","sigma",0.000176576769410876
28,"alt_ns","sigma",151.238352961859
29,"alt_ns","sigma",16.7645914778166
30,"alt_ns","sigma",246.549617617946
31,"alt_ns","sigma",238.495478791191
34,"alt_ns","sigma",90.4297156312634
35,"alt_ns","sigma",152.404327553195
37,"alt_ns","sigma",96.474810557067
38,"alt_ns","sigma",28.8941542684198
39,"alt_ns","sigma",109.749359274509
40,"alt_ns","sigma",29.3729937698361
43,"alt_ns","sigma",90.7927333978513
44,"alt_ns","sigma",375.830768137603
45,"alt_ns","sigma",70.9061284859703
46,"alt_ns","sigma",0.00187454215438714
47,"alt_ns","sigma",47.9262997467919
50,"alt_ns","sigma",0.0000879433269322499
51,"alt_ns","sigma",52.9580437559286
53,"alt_ns","sigma",0.000089940930535466
54,"alt_ns","sigma",252.034691382421
55,"alt_ns","sigma",138.093685812493
56,"alt_ns","sigma",0.00114128172371863
57,"alt_ns","sigma",59.0757579730579
58,"alt_ns","sigma",0.000201100755064051
59,"alt_ns","sigma",44.8295999852093
60,"alt_ns","sigma",106.70774574409
61,"alt_ns","sigma",52.3146999982788
62,"alt_ns","sigma",101.271987630348
63,"alt_ns","sigma",33.4539199273167
64,"alt_ns","sigma",29.5556101464658
65,"alt_ns","sigma",93.8583359825693
66,"alt_ns","sigma",321.371690256216
67,"alt_ns","sigma",75.3451351663405
69,"alt_ns","sigma",113.817729870617
70,"alt_ns","sigma",51.4263938210526
71,"alt_ns","sigma",53.3832018557521
72,"alt_ns","sigma",232.623695968787
73,"alt_ns","sigma",99.1177453201863
74,"alt_ns","sigma",0.000144931211433396
75,"alt_ns","sigma",0.00000559039163774426
76,"alt_ns","sigma",89.8267123182961
77,"alt_ns","sigma",0.000100863928783657
78,"alt_ns","sigma",76.7015451434714
80,"alt_ns","sigma",115.326652409314
81,"alt_ns","sigma",208.9366885879
82,"alt_ns","sigma",54.692550476346
83,"alt_ns","sigma",171.343283637797
84,"alt_ns","sigma",0.0000294958810605085
85,"alt_ns","sigma",0.000540169760645123
86,"alt_ns","sigma",146.178209985134
87,"alt_ns","sigma",58.9999342888838
88,"alt_ns","sigma",96.8881484304696
89,"alt_ns","sigma",32.2424554300878
90,"alt_ns","sigma",93.7948995300726
91,"alt_ns","sigma",320.878096650378
92,"alt_ns","sigma",46.3062768609088
93,"alt_ns","sigma",35.8199316711513
94,"alt_ns","sigma",176.136414042927
95,"alt_ns","sigma",51.1176580375396
97,"alt_ns","sigma",96.2799731116752
98,"alt_ns","sigma",10.7682236003634
99,"alt_ns","sigma",134.805227945495
100,"alt_ns","sigma",56.1032439901447
101,"alt_ns","sigma",66.2314576879499
102,"alt_ns","sigma",0.000155629760524801
1,"alt_ns","tau",923.380612617066
2,"alt_ns","tau",199.818724298609
3,"alt_ns","tau",765.511090935286
4,"alt_ns","tau",575.175359818636
5,"alt_ns","tau",615.231473232629
6,"alt_ns","tau",533.472551547462
7,"alt_ns","tau",785.916227011563
8,"alt_ns","tau",536.678937360951
9,"alt_ns","tau",302.887660944332
10,"alt_ns","tau",1304.56972136475
11,"alt_ns","tau",423.631594806704
12,"alt_ns","tau",386.668687589305
13,"alt_ns","tau",769.06134181938
14,"alt_ns","tau",706.035324133851
16,"alt_ns","tau",1194.968561598
17,"alt_ns","tau",949.60682427121
19,"alt_ns","tau",314.458381578982
20,"alt_ns","tau",492.464966425268
21,"alt_ns","tau",297.244461957452
22,"alt_ns","tau",549.53215338905
23,"alt_ns","tau",376.026678810128
24,"alt_ns","tau",1051.86346777927
25,"alt_ns","tau",327.336193467013
26,"alt_ns","tau",306.285301183896
27,"alt_ns","tau",786.4981153321
28,"alt_ns","tau",388.313736902876
29,"alt_ns","tau",436.728769172372
30,"alt_ns","tau",845.031756959284
31,"alt_ns","tau",255.472618523267
34,"alt_ns","tau",434.467474759351
35,"alt_ns","tau",246.529509159924
37,"alt_ns","tau",1169.41771024185
38,"alt_ns","tau",522.662560671863
39,"alt_ns","tau",326.525429027287
40,"alt_ns","tau",350.801729092169
43,"alt_ns","tau",542.450644839462
44,"alt_ns","tau",1033.11581350099
45,"alt_ns","tau",279.650791917001
46,"alt_ns","tau",723.518327737507
47,"alt_ns","tau",660.601767942067
50,"alt_ns","tau",436.268037676398
51,"alt_ns","tau",334.737024015548
53,"alt_ns","tau",416.277187071326
54,"alt_ns","tau",343.283853303613
55,"alt_ns","tau",1018.64297390734
56,"alt_ns","tau",874.307455000199
57,"alt_ns","tau",217.283366209502
58,"alt_ns","tau",695.393231532105
59,"alt_ns","tau",536.701801390596
60,"alt_ns","tau",203.427245548446
61,"alt_ns","tau",281.409848926919
62,"alt_ns","tau",408.469498525826
63,"alt_ns","tau",382.342850941009
64,"alt_ns","tau",607.335873399442
65,"alt_ns","tau",557.92569703356
66,"alt_ns","tau",117.428207303095
67,"alt_ns","tau",126.441678884976
69,"alt_ns","tau",318.391636376207
70,"alt_ns","tau",199.215621294944
71,"alt_ns","tau",758.022256568027
72,"alt_ns","tau",247.619689163922
73,"alt_ns","tau",486.763495618899
74,"alt_ns","tau",600.922901043422
75,"alt_ns","tau",1515.09640198168
76,"alt_ns","tau",859.745696493558
77,"alt_ns","tau",742.522989570518
78,"alt_ns","tau",428.296807842088
80,"alt_ns","tau",1195.71247654337
81,"alt_ns","tau",299.130717641235
82,"alt_ns","tau",419.275981895923
83,"alt_ns","tau",535.090465476377
84,"alt_ns","tau",406.184289806897
85,"alt_ns","tau",1142.18221085122
86,"alt_ns","tau",333.263869081688
87,"alt_ns","tau",528.599356127312
88,"alt_ns","tau",569.792787496623
89,"alt_ns","tau",612.894770932514
90,"alt_ns","tau",197.773510359392
91,"alt_ns","tau",202.794861843511
92,"alt_ns","tau",244.445566408132
93,"alt_ns","tau",335.784163340187
94,"alt_ns","tau",723.304067645862
95,"alt_ns","tau",624.902406226374
97,"alt_ns","tau",464.483249491176
98,"alt_ns","tau",230.733258438632
99,"alt_ns","tau",546.664566643051
100,"alt_ns","tau",359.201686754626
101,"alt_ns","tau",459.011776920234
102,"alt_ns","tau",768.531750975782
1,"alt_switch","mu",919.831613475272
2,"alt_switch","mu",736.89519718857
3,"alt_switch","mu",1074.01630626862
4,"alt_switch","mu",1241.11858307796
5,"alt_switch","mu",797.14710022194
6,"alt_switch","mu",1035.3584020189
7,"alt_switch","mu",919.047089395594
8,"alt_switch","mu",981.070388762392
9,"alt_switch","mu",735.999809897535
10,"alt_switch","mu",1138.02988113803
11,"alt_switch","mu",778.234149657524
12,"alt_switch","mu",737.3589546204
13,"alt_switch","mu",895.708544761818
14,"alt_switch","mu",664.239676497445
16,"alt_switch","mu",1390.8465766066
17,"alt_switch","mu",1284.82186089403
19,"alt_switch","mu",1046.4152893965
20,"alt_switch","mu",1235.70223028005
21,"alt_switch","mu",559.819222503221
22,"alt_switch","mu",1205.20878260213
23,"alt_switch","mu",569.999437302682
24,"alt_switch","mu",1139.92936850655
25,"alt_switch","mu",942.822703845437
26,"alt_switch","mu",729.520001196265
27,"alt_switch","mu",798.630271257463
28,"alt_switch","mu",1144.11471731228
29,"alt_switch","mu",708.97688046239
30,"alt_switch","mu",928.417472718269
31,"alt_switch","mu",1038.47903409194
34,"alt_switch","mu",835.279591071894
35,"alt_switch","mu",823.023339094656
37,"alt_switch","mu",900.993757899927
38,"alt_switch","mu",840.031034338955
39,"alt_switch","mu",985.182662111673
40,"alt_switch","mu",814.284331534716
43,"alt_switch","mu",977.546045955418
44,"alt_switch","mu",471.043045290911
45,"alt_switch","mu",840.858222930591
46,"alt_switch","mu",1336.64690184054
47,"alt_switch","mu",837.562547790091
50,"alt_switch","mu",616.019162794843
51,"alt_switch","mu",1087.09669703237
53,"alt_switch","mu",785.083764901706
54,"alt_switch","mu",829.644225063368
55,"alt_switch","mu",1322.46457696319
56,"alt_switch","mu",820.999637375019
57,"alt_switch","mu",659.34021352914
58,"alt_switch","mu",894.588631424513
59,"alt_switch","mu",1006.16700269744
60,"alt_switch","mu",729.562084018331
61,"alt_switch","mu",804.773299094085
62,"alt_switch","mu",759.0722145164
63,"alt_switch","mu",657.999765851158
64,"alt_switch","mu",868.956538464379
65,"alt_switch","mu",1030.77025735454
66,"alt_switch","mu",708.946755844197
67,"alt_switch","mu",765.280788313175
69,"alt_switch","mu",841.991216698206
70,"alt_switch","mu",733.02979897469
71,"alt_switch","mu",456.997417323852
72,"alt_switch","mu",1003.93096728792
73,"alt_switch","mu",1059.25219265963
74,"alt_switch","mu",1020.25870228093
75,"alt_switch","mu",1082.99965132192
76,"alt_switch","mu",860.626830149562
77,"alt_switch","mu",966.077881895078
78,"alt_switch","mu",820.470967282554
80,"alt_switch","mu",1208.81661552336
81,"alt_switch","mu",981.194798291833
82,"alt_switch","mu",980.171820465216
83,"alt_switch","mu",929.76618758269
84,"alt_switch","mu",953.293725557266
85,"alt_switch","mu",1202.95340016738
86,"alt_switch","mu",964.136501436536
87,"alt_switch","mu",888.080688574517
88,"alt_switch","mu",907.6199828789
89,"alt_switch","mu",965.303742554721
90,"alt_switch","mu",804.799324296136
91,"alt_switch","mu",1142.80511040908
92,"alt_switch","mu",841.773416212141
93,"alt_switch","mu",676.170799031321
94,"alt_switch","mu",963.73361361884
95,"alt_switch","mu",782.743368754541
97,"alt_switch","mu",842.132631543228
98,"alt_switch","mu",757.783838100424
99,"alt_switch","mu",1285.54377853697
100,"alt_switch","mu",748.78532382892
101,"alt_switch","mu",856.431137926051
102,"alt_switch","mu",645.483777640533
1,"alt_switch","sigma",204.764751452292
2,"alt_switch","sigma",56.1459967916336
3,"alt_switch","sigma",290.638039892082
4,"alt_switch","sigma",131.559651339439
5,"alt_switch","sigma",166.696024582011
6,"alt_switch","sigma",51.4250242504997
7,"alt_switch","sigma",119.955782144712
8,"alt_switch","sigma",38.7042754844413
9,"alt_switch","sigma",0.0000413825640659746
10,"alt_switch","sigma",175.806400568451
11,"alt_switch","sigma",53.5415020862366
12,"alt_switch","sigma",49.9297888401697
13,"alt_switch","sigma",65.9958970819901
14,"alt_switch","sigma",29.39275028219
16,"alt_switch","sigma",251.859855667916
17,"alt_switch","sigma",250.069468941731
19,"alt_switch","sigma",215.881248814026
20,"alt_switch","sigma",256.269489669149
21,"alt_switch","sigma",47.7335232472613
22,"alt_switch","sigma",234.178302438219
23,"alt_switch","sigma",0.000125808425518618
24,"alt_switch","sigma",127.312614313823
25,"alt_switch","sigma",96.8713771964492
26,"alt_switch","sigma",73.9930835160652
27,"alt_switch","sigma",63.1017279012705
28,"alt_switch","sigma",191.255176712553
29,"alt_switch","sigma",44.4427252654099
30,"alt_switch","sigma",66.9984678257721
31,"alt_switch","sigma",150.514539835906
34,"alt_switch","sigma",18.8851772635596
35,"alt_switch","sigma",70.4877378714515
37,"alt_switch","sigma",0.00158106925942949
38,"alt_switch","sigma",118.317829704535
39,"alt_switch","sigma",258.821588002078
40,"alt_switch","sigma",23.5497656610634
43,"alt_switch","sigma",180.043966691228
44,"alt_switch","sigma",455.771283772789
45,"alt_switch","sigma",102.90243952379
46,"alt_switch","sigma",386.66404772365
47,"alt_switch","sigma",20.4437636646342
50,"alt_switch","sigma",60.39186228428
51,"alt_switch","sigma",250.50815525365
53,"alt_switch","sigma",121.574263178902
54,"alt_switch","sigma",129.176674519579
55,"alt_switch","sigma",139.726972369609
56,"alt_switch","sigma",0.00007576548217543
57,"alt_switch","sigma",40.7265894959535
58,"alt_switch","sigma",241.055398221449
59,"alt_switch","sigma",154.124042120755
60,"alt_switch","sigma",58.892147511214
61,"alt_switch","sigma",68.1238353610766
62,"alt_switch","sigma",44.773769681956
63,"alt_switch","sigma",0.0000546383559383535
64,"alt_switch","sigma",124.685701219868
65,"alt_switch","sigma",188.920420245745
66,"alt_switch","sigma",147.507135045745
67,"alt_switch","sigma",45.0645001828706
69,"alt_switch","sigma",133.140658160672
70,"alt_switch","sigma",164.223394665692
71,"alt_switch","sigma",0.000613403982573982
72,"alt_switch","sigma",268.030678952211
73,"alt_switch","sigma",191.952837770302
74,"alt_switch","sigma",178.773590240401
75,"alt_switch","sigma",0.0000637113226735857
76,"alt_switch","sigma",94.6818520890774
77,"alt_switch","sigma",103.982001921761
78,"alt_switch","sigma",35.4310361949653
80,"alt_switch","sigma",144.971153212007
81,"alt_switch","sigma",114.234417727781
82,"alt_switch","sigma",131.126050427373
83,"alt_switch","sigma",95.5594134094532
84,"alt_switch","sigma",167.132276803291
85,"alt_switch","sigma",141.871151252601
86,"alt_switch","sigma",85.9722299908886
87,"alt_switch","sigma",118.727272410804
88,"alt_switch","sigma",164.713453034495
89,"alt_switch","sigma",208.002684605793
90,"alt_switch","sigma",238.824911428886
91,"alt_switch","sigma",224.232988376474
92,"alt_switch","sigma",60.9455329366198
93,"alt_switch","sigma",43.973164031267
94,"alt_switch","sigma",139.334449404469
95,"alt_switch","sigma",89.8895010483205
97,"alt_switch","sigma",123.503543783227
98,"alt_switch","sigma",44.3911348657816
99,"alt_switch","sigma",180.13149710778
100,"alt_switch","sigma",55.2263040727612
101,"alt_switch","sigma",110.884552719311
102,"alt_switch","sigma",27.2867479494466
1,"alt_switch","tau",689.284841399367
2,"alt_switch","tau",192.08745148603
3,"alt_switch","tau",401.15898623837
4,"alt_switch","tau",527.535851671915
5,"alt_switch","tau",410.174640423073
6,"alt_switch","tau",552.953699856127
7,"alt_switch","tau",745.911338809305
8,"alt_switch","tau",498.424173328384
9,"alt_switch","tau",399.359887034086
10,"alt_switch","tau",1012.1627157514
11,"alt_switch","tau",382.584892314245
12,"alt_switch","tau",390.203564545777
13,"alt_switch","tau",769.836299262535
14,"alt_switch","tau",810.852508577107
16,"alt_switch","tau",869.710460164034
17,"alt_switch","tau",654.679708100952
19,"alt_switch","tau",242.814613674748
20,"alt_switch","tau",265.928129161456
21,"alt_switch","tau",371.710276781926
22,"alt_switch","tau",546.790980427833
23,"alt_switch","tau",600.457582550273
24,"alt_switch","tau",795.824200522565
25,"alt_switch","tau",292.116732016055
26,"alt_switch","tau",444.466073096643
27,"alt_switch","tau",536.595444067508
28,"alt_switch","tau",291.891502389411
29,"alt_switch","tau",445.044091102051
30,"alt_switch","tau",812.611472261653
31,"alt_switch","tau",373.642269554908
34,"alt_switch","tau",519.691920532902
35,"alt_switch","tau",388.441431895772
37,"alt_switch","tau",899.742808203771
38,"alt_switch","tau",525.936800114295
39,"alt_switch","tau",173.902284183295
40,"alt_switch","tau",325.438908572539
43,"alt_switch","tau",351.743699511466
44,"alt_switch","tau",1089.86703968151
45,"alt_switch","tau",123.25388544986
