"ID","trial","parameter","Score"
46,"alt_switch","tau",125.813223546886
47,"alt_switch","tau",508.76159157249
50,"alt_switch","tau",384.273835385965
51,"alt_switch","tau",362.811897148013
53,"alt_switch","tau",464.687072321588
54,"alt_switch","tau",415.891364571929
55,"alt_switch","tau",1068.27586506467
56,"alt_switch","tau",609.844032913161
57,"alt_switch","tau",333.27321939527
58,"alt_switch","tau",1163.60943661299
59,"alt_switch","tau",606.148143155397
60,"alt_switch","tau",499.741902882089
61,"alt_switch","tau",268.929949380215
62,"alt_switch","tau",490.469493115514
63,"alt_switch","tau",408.012642809619
64,"alt_switch","tau",468.267482364037
65,"alt_switch","tau",447.098714218692
66,"alt_switch","tau",330.932921741184
67,"alt_switch","tau",227.202749170535
69,"alt_switch","tau",343.765610027458
70,"alt_switch","tau",254.132242695591
71,"alt_switch","tau",1052.64608710216
72,"alt_switch","tau",141.251431906642
73,"alt_switch","tau",233.442703742403
74,"alt_switch","tau",447.497205018017
75,"alt_switch","tau",1630.09687701871
76,"alt_switch","tau",739.20360142491
77,"alt_switch","tau",562.169671025597
78,"alt_switch","tau",769.359930629851
80,"alt_switch","tau",752.633853507403
81,"alt_switch","tau",484.120487718005
82,"alt_switch","tau",510.246442293782
83,"alt_switch","tau",465.215998022544
84,"alt_switch","tau",364.191699404431
85,"alt_switch","tau",776.537305563806
86,"alt_switch","tau",498.459209384907
87,"alt_switch","tau",432.996125560876
88,"alt_switch","tau",821.439470536931
89,"alt_switch","tau",386.47091767396
90,"alt_switch","tau",347.905501567666
91,"alt_switch","tau",260.699088236225
92,"alt_switch","tau",268.915836500736
93,"alt_switch","tau",345.932008602517
94,"alt_switch","tau",390.614380410104
95,"alt_switch","tau",642.954738537166
97,"alt_switch","tau",331.395690947691
98,"alt_switch","tau",258.704982730381
99,"alt_switch","tau",472.2461651867
100,"alt_switch","tau",358.941383585569
101,"alt_switch","tau",427.179510682073
102,"alt_switch","tau",647.459949986736
1,"rand_ns","mu",636.759306567663
2,"rand_ns","mu",702.711927627316
3,"rand_ns","mu",716.256951928771
4,"rand_ns","mu",1013.4780523325
5,"rand_ns","mu",700.479032985453
6,"rand_ns","mu",823.83182874011
7,"rand_ns","mu",803.146622969955
8,"rand_ns","mu",925.072263257101
9,"rand_ns","mu",653.999742728023
10,"rand_ns","mu",801.988631108794
11,"rand_ns","mu",647.417228316463
12,"rand_ns","mu",717.749101810101
13,"rand_ns","mu",951.359969437446
14,"rand_ns","mu",719.409592676994
16,"rand_ns","mu",2157.4666311903
17,"rand_ns","mu",717.184818402678
19,"rand_ns","mu",695.779926003123
20,"rand_ns","mu",960.408568234148
21,"rand_ns","mu",766.909503281203
22,"rand_ns","mu",897.210374205122
23,"rand_ns","mu",547.999784126378
24,"rand_ns","mu",779.998758756562
25,"rand_ns","mu",895.247844129215
26,"rand_ns","mu",617.842999901997
27,"rand_ns","mu",624.837830777831
28,"rand_ns","mu",781.269643726231
29,"rand_ns","mu",653.012386072541
30,"rand_ns","mu",919.47872836502
31,"rand_ns","mu",776.371226435076
34,"rand_ns","mu",967.982623601332
35,"rand_ns","mu",656.30384956166
37,"rand_ns","mu",782.025874901182
38,"rand_ns","mu",677.094419245522
39,"rand_ns","mu",553.15342908319
40,"rand_ns","mu",805.400232307901
43,"rand_ns","mu",659.417242468794
44,"rand_ns","mu",646.417373296154
45,"rand_ns","mu",579.231285263614
46,"rand_ns","mu",636.333490212711
47,"rand_ns","mu",745.313164605518
50,"rand_ns","mu",577.383614804005
51,"rand_ns","mu",721.446182066569
53,"rand_ns","mu",640.999034109825
54,"rand_ns","mu",748.952036397078
55,"rand_ns","mu",850.115950955044
56,"rand_ns","mu",662.030153261149
57,"rand_ns","mu",608.541315321675
58,"rand_ns","mu",639.145131523851
59,"rand_ns","mu",772.418590443548
60,"rand_ns","mu",653.827772624319
61,"rand_ns","mu",704.794395956399
62,"rand_ns","mu",939.978605372759
63,"rand_ns","mu",572.059224403745
64,"rand_ns","mu",707.664033442269
65,"rand_ns","mu",680.957624380892
66,"rand_ns","mu",660.196705423099
67,"rand_ns","mu",593.337381764769
69,"rand_ns","mu",732.607264198378
70,"rand_ns","mu",590.442961366641
71,"rand_ns","mu",705.992677978665
72,"rand_ns","mu",705.642175017829
73,"rand_ns","mu",906.786403896526
74,"rand_ns","mu",789.669856956722
75,"rand_ns","mu",722.994985323772
76,"rand_ns","mu",1031.5026067424
77,"rand_ns","mu",811.29503885899
78,"rand_ns","mu",749.998880066224
80,"rand_ns","mu",895.641460977737
81,"rand_ns","mu",660.227158221094
82,"rand_ns","mu",779.797349140508
83,"rand_ns","mu",768.004480882788
84,"rand_ns","mu",752.946577045567
85,"rand_ns","mu",732.36802975616
86,"rand_ns","mu",767.755935813525
87,"rand_ns","mu",682.412889997612
88,"rand_ns","mu",629.998067028573
89,"rand_ns","mu",702.095791617723
90,"rand_ns","mu",707.034589249731
91,"rand_ns","mu",723.198917790081
92,"rand_ns","mu",722.098210625937
93,"rand_ns","mu",617.218069384675
94,"rand_ns","mu",793.437206138369
95,"rand_ns","mu",602.685873870611
97,"rand_ns","mu",843.372673189012
98,"rand_ns","mu",678.466521641306
99,"rand_ns","mu",988.691717091466
100,"rand_ns","mu",656.043830027585
101,"rand_ns","mu",768.648690532916
102,"rand_ns","mu",713.806854099812
1,"rand_ns","sigma",111.469090313415
2,"rand_ns","sigma",83.7755577873366
3,"rand_ns","sigma",122.809157923648
4,"rand_ns","sigma",49.7194925255788
5,"rand_ns","sigma",98.7105804019482
6,"rand_ns","sigma",59.5615207247522
7,"rand_ns","sigma",82.4514095090856
8,"rand_ns","sigma",118.429516403604
9,"rand_ns","sigma",0.0000569006383257739
10,"rand_ns","sigma",0.00281608168514901
11,"rand_ns","sigma",50.2806383214218
12,"rand_ns","sigma",79.8265353142061
13,"rand_ns","sigma",116.108199493158
14,"rand_ns","sigma",49.5851278534408
16,"rand_ns","sigma",939.902245807053
17,"rand_ns","sigma",79.1801073401819
19,"rand_ns","sigma",54.9219827417165
20,"rand_ns","sigma",136.773063537363
21,"rand_ns","sigma",70.3739059554427
22,"rand_ns","sigma",97.1096592720322
23,"rand_ns","sigma",0.0000475146477720048
24,"rand_ns","sigma",0.000311914266716375
25,"rand_ns","sigma",69.6112336583281
26,"rand_ns","sigma",72.7478570155972
27,"rand_ns","sigma",50.2925283638649
28,"rand_ns","sigma",179.352134960381
29,"rand_ns","sigma",54.071184150081
30,"rand_ns","sigma",200.497473066821
31,"rand_ns","sigma",73.0431075129055
34,"rand_ns","sigma",220.297526064689
35,"rand_ns","sigma",36.6652209353061
37,"rand_ns","sigma",83.6257490147865
38,"rand_ns","sigma",24.6802484471769
39,"rand_ns","sigma",73.5849732513646
40,"rand_ns","sigma",35.0889352117808
43,"rand_ns","sigma",65.2302755436209
44,"rand_ns","sigma",198.918676933214
45,"rand_ns","sigma",27.0887374444031
46,"rand_ns","sigma",74.8843996935066
47,"rand_ns","sigma",43.4457364002732
50,"rand_ns","sigma",35.1649961426978
51,"rand_ns","sigma",33.7725132924622
53,"rand_ns","sigma",0.000238356423281513
54,"rand_ns","sigma",146.04805133721
55,"rand_ns","sigma",80.3345348481748
56,"rand_ns","sigma",67.3227927441159
57,"rand_ns","sigma",56.4031094259762
58,"rand_ns","sigma",94.8735790167501
59,"rand_ns","sigma",91.6844501713577
60,"rand_ns","sigma",71.5659054302584
61,"rand_ns","sigma",50.7208138217548
62,"rand_ns","sigma",122.741782192504
63,"rand_ns","sigma",30.1941096678125
64,"rand_ns","sigma",48.3400156553585
65,"rand_ns","sigma",77.4547106857741
66,"rand_ns","sigma",72.6251596509707
67,"rand_ns","sigma",65.0036987648506
69,"rand_ns","sigma",42.6274270962307
70,"rand_ns","sigma",66.3104004282238
71,"rand_ns","sigma",0.00198211136114518
72,"rand_ns","sigma",56.6772196370911
73,"rand_ns","sigma",153.210042385151
74,"rand_ns","sigma",62.8778798062396
75,"rand_ns","sigma",0.00126056227475037
76,"rand_ns","sigma",114.990600135194
77,"rand_ns","sigma",106.962657557672
78,"rand_ns","sigma",0.000231591441540499
80,"rand_ns","sigma",113.59487426071
81,"rand_ns","sigma",16.5694505531938
82,"rand_ns","sigma",102.722735021871
83,"rand_ns","sigma",75.9337026326182
84,"rand_ns","sigma",109.438101999697
85,"rand_ns","sigma",78.9906349070573
86,"rand_ns","sigma",81.4892990878988
87,"rand_ns","sigma",43.026335843304
88,"rand_ns","sigma",0.000446743455023592
89,"rand_ns","sigma",102.75331036059
90,"rand_ns","sigma",91.7049845720782
91,"rand_ns","sigma",63.13720423412
92,"rand_ns","sigma",35.5106367797163
93,"rand_ns","sigma",101.713342717452
94,"rand_ns","sigma",101.100428192075
95,"rand_ns","sigma",30.0534337847765
97,"rand_ns","sigma",222.289443828493
98,"rand_ns","sigma",34.084825042111
99,"rand_ns","sigma",66.0302589008279
100,"rand_ns","sigma",29.4305699022225
101,"rand_ns","sigma",68.5010113559423
102,"rand_ns","sigma",72.0866191027466
1,"rand_ns","tau",721.148303235219
2,"rand_ns","tau",243.680114870149
3,"rand_ns","tau",434.227324990335
4,"rand_ns","tau",456.77393783542
5,"rand_ns","tau",497.60574517202
6,"rand_ns","tau",427.285347636732
7,"rand_ns","tau",570.166007446211
8,"rand_ns","tau",638.081784526812
9,"rand_ns","tau",351.041441867296
10,"rand_ns","tau",1539.98057685846
11,"rand_ns","tau",326.002018689425
12,"rand_ns","tau",387.098023789925
13,"rand_ns","tau",452.563519593287
14,"rand_ns","tau",693.137168937436
16,"rand_ns","tau",533.541938025696
17,"rand_ns","tau",575.097064377547
19,"rand_ns","tau",346.641903414954
20,"rand_ns","tau",490.448687138249
21,"rand_ns","tau",288.681997066088
22,"rand_ns","tau",756.263572290004
23,"rand_ns","tau",339.117674683959
24,"rand_ns","tau",898.229419415729
25,"rand_ns","tau",204.491175315353
26,"rand_ns","tau",263.447758090775
27,"rand_ns","tau",781.95460313833
28,"rand_ns","tau",507.222012389069
29,"rand_ns","tau",394.902369085921
30,"rand_ns","tau",1030.22243791663
31,"rand_ns","tau",434.586414651063
34,"rand_ns","tau",427.348868850537
35,"rand_ns","tau",392.561899918157
37,"rand_ns","tau",936.362822540731
38,"rand_ns","tau",430.395444438601
39,"rand_ns","tau",401.406672452259
40,"rand_ns","tau",429.586255191483
43,"rand_ns","tau",307.29774901836
44,"rand_ns","tau",1136.91679036485
45,"rand_ns","tau",304.766588563799
46,"rand_ns","tau",661.022774137587
47,"rand_ns","tau",484.004906467839
50,"rand_ns","tau",383.330823621905
51,"rand_ns","tau",420.911545654648
53,"rand_ns","tau",553.542171513209
54,"rand_ns","tau",411.985414241887
55,"rand_ns","tau",1010.72890347827
56,"rand_ns","tau",616.090380861817
57,"rand_ns","tau",258.769097947649
58,"rand_ns","tau",776.272512122469
59,"rand_ns","tau",616.064153810034
60,"rand_ns","tau",386.788189898514
61,"rand_ns","tau",278.580490451053
62,"rand_ns","tau",334.907483474281
63,"rand_ns","tau",283.381883677513
64,"rand_ns","tau",494.971234092432
65,"rand_ns","tau",340.198197666076
66,"rand_ns","tau",334.139441499942
67,"rand_ns","tau",225.067794007604
69,"rand_ns","tau",318.726772926729
70,"rand_ns","tau",199.801803621375
71,"rand_ns","tau",683.342467779393
72,"rand_ns","tau",321.373464949353
73,"rand_ns","tau",257.528704272784
74,"rand_ns","tau",469.56482235487
75,"rand_ns","tau",1385.58929594096
76,"rand_ns","tau",731.987692572839
77,"rand_ns","tau",458.703334225098
78,"rand_ns","tau",640.569081125289
80,"rand_ns","tau",909.418492937284
81,"rand_ns","tau",456.814998273939
82,"rand_ns","tau",385.94371342739
83,"rand_ns","tau",365.569152943614
84,"rand_ns","tau",469.538614741013
85,"rand_ns","tau",620.6100472318
86,"rand_ns","tau",586.063492677776
87,"rand_ns","tau",521.084522520296
88,"rand_ns","tau",800.256746841402
89,"rand_ns","tau",444.585550366756
90,"rand_ns","tau",356.748931445006
91,"rand_ns","tau",447.240654879896
92,"rand_ns","tau",239.737205279807
93,"rand_ns","tau",388.223024686401
94,"rand_ns","tau",593.772601890533
95,"rand_ns","tau",516.345873771112
97,"rand_ns","tau",332.322793106068
98,"rand_ns","tau",271.154169813108
99,"rand_ns","tau",371.835419964425
100,"rand_ns","tau",302.485956244251
101,"rand_ns","tau",432.437608224987
102,"rand_ns","tau",646.905442177943
1,"rand_switch","mu",768.832819880471
2,"rand_switch","mu",818.704593689112
3,"rand_switch","mu",706.630816584079
4,"rand_switch","mu",1174.98488048607
5,"rand_switch","mu",727.203327849601
6,"rand_switch","mu",1040.24172710426
7,"rand_switch","mu",980.19878389981
8,"rand_switch","mu",1165.3325615653
9,"rand_switch","mu",735.197658382259
10,"rand_switch","mu",1289.62803460582
11,"rand_switch","mu",823.062983617862
12,"rand_switch","mu",825.414051427246
13,"rand_switch","mu",1385.20339876574
14,"rand_switch","mu",752.23950001869
16,"rand_switch","mu",2288.3750334023
17,"rand_switch","mu",1155.87392995975
19,"rand_switch","mu",761.834654679424
20,"rand_switch","mu",1218.96145660149
21,"rand_switch","mu",794.748419241288
22,"rand_switch","mu",1296.23256006359
23,"rand_switch","mu",773.210780874711
24,"rand_switch","mu",1235.40705342576
25,"rand_switch","mu",873.66433721074
26,"rand_switch","mu",941.653735535607
27,"rand_switch","mu",707.554057531617
28,"rand_switch","mu",1560.16496937873
29,"rand_switch","mu",691.953965855651
30,"rand_switch","mu",1249.0604837223
31,"rand_switch","mu",1053.84712846319
34,"rand_switch","mu",972.092226537583
35,"rand_switch","mu",801.032021606171
37,"rand_switch","mu",955.757369810169
38,"rand_switch","mu",855.192575995677
39,"rand_switch","mu",610.999656992344
40,"rand_switch","mu",831.656208812923
43,"rand_switch","mu",812.659112714395
44,"rand_switch","mu",735.078686023225
45,"rand_switch","mu",668.071045059502
46,"rand_switch","mu",793.411624360167
47,"rand_switch","mu",883.591878895867
50,"rand_switch","mu",691.249661936873
51,"rand_switch","mu",891.50686811508
53,"rand_switch","mu",752.999501082822
54,"rand_switch","mu",775.625727339276
55,"rand_switch","mu",1222.94315988988
56,"rand_switch","mu",938.746633576189
57,"rand_switch","mu",630.294891152806
58,"rand_switch","mu",800.381479165683
59,"rand_switch","mu",1029.83621337838
60,"rand_switch","mu",730.493211989306
61,"rand_switch","mu",811.328572220993
62,"rand_switch","mu",908.847642549958
63,"rand_switch","mu",651.43031944683
64,"rand_switch","mu",799.543752915458
65,"rand_switch","mu",897.123347080374
66,"rand_switch","mu",994.440789662594
67,"rand_switch","mu",691.386158604268
69,"rand_switch","mu",758.122975017948
70,"rand_switch","mu",850.013905158706
71,"rand_switch","mu",865.855527423616
72,"rand_switch","mu",860.309469928441
73,"rand_switch","mu",924.878488172945
74,"rand_switch","mu",1013.11395634657
75,"rand_switch","mu",967.871768209177
76,"rand_switch","mu",1177.33527970495
77,"rand_switch","mu",910.113245991721
78,"rand_switch","mu",1222.63641030729
80,"rand_switch","mu",1241.94291247372
81,"rand_switch","mu",876.727488822161
82,"rand_switch","mu",1081.00116836045
83,"rand_switch","mu",917.53891485342
84,"rand_switch","mu",961.996692648768
85,"rand_switch","mu",1040.51572437309
86,"rand_switch","mu",1079.59475383545
87,"rand_switch","mu",747.885888384153
88,"rand_switch","mu",1367.85209167405
89,"rand_switch","mu",872.290102209698
90,"rand_switch","mu",879.90221732507
91,"rand_switch","mu",868.718264711276
92,"rand_switch","mu",894.621551096067
93,"rand_switch","mu",779.565800923039
94,"rand_switch","mu",1014.00580546731
95,"rand_switch","mu",721.761635791102
97,"rand_switch","mu",936.959430012639
98,"rand_switch","mu",924.471917210972
99,"rand_switch","mu",1195.56836582258
100,"rand_switch","mu",888.216195782516
101,"rand_switch","mu",842.020273808838
102,"rand_switch","mu",907.202481451875
1,"rand_switch","sigma",144.993631536218
2,"rand_switch","sigma",124.258448456619
3,"rand_switch","sigma",51.596649329951
4,"rand_switch","sigma",167.389627460186
5,"rand_switch","sigma",115.19318865262
6,"rand_switch","sigma",192.982045034155
7,"rand_switch","sigma",97.6556216025318
8,"rand_switch","sigma",118.887431207093
9,"rand_switch","sigma",32.1296179671461
10,"rand_switch","sigma",369.661299243971
11,"rand_switch","sigma",158.666596109498
12,"rand_switch","sigma",102.434390921102
13,"rand_switch","sigma",395.875980458521
14,"rand_switch","sigma",97.9028004652662
16,"rand_switch","sigma",390.298050252428
17,"rand_switch","sigma",209.248330421793
19,"rand_switch","sigma",113.755152976797
20,"rand_switch","sigma",235.92632367617
21,"rand_switch","sigma",107.597695607064
22,"rand_switch","sigma",222.078043719879
23,"rand_switch","sigma",81.4228537634502
24,"rand_switch","sigma",195.386125914474
25,"rand_switch","sigma",43.2237115134867
26,"rand_switch","sigma",221.898611190148
27,"rand_switch","sigma",100.921445618419
28,"rand_switch","sigma",458.30304097615
29,"rand_switch","sigma",60.8944839665735
30,"rand_switch","sigma",300.768167787711
31,"rand_switch","sigma",210.961443739695
34,"rand_switch","sigma",155.916613716485
35,"rand_switch","sigma",86.4775837416274
37,"rand_switch","sigma",188.768880945708
38,"rand_switch","sigma",47.160558544617
39,"rand_switch","sigma",0.000076129849549684
40,"rand_switch","sigma",87.6436585878199
43,"rand_switch","sigma",123.449320085743
44,"rand_switch","sigma",33.6738464511653
45,"rand_switch","sigma",57.5200996608917
46,"rand_switch","sigma",134.207983630358
47,"rand_switch","sigma",33.0360483454713
50,"rand_switch","sigma",77.5566129845732
51,"rand_switch","sigma",61.099052617541
53,"rand_switch","sigma",0.000108028897101839
54,"rand_switch","sigma",93.4591358533502
55,"rand_switch","sigma",177.08450527111
56,"rand_switch","sigma",229.859730318602
57,"rand_switch","sigma",55.7862927885763
58,"rand_switch","sigma",172.060071634603
59,"rand_switch","sigma",193.547018340367
60,"rand_switch","sigma",153.364515197062
61,"rand_switch","sigma",89.0446630097807
62,"rand_switch","sigma",80.7942036863379
63,"rand_switch","sigma",64.5824181146257
64,"rand_switch","sigma",71.691812012534
65,"rand_switch","sigma",139.458188794157
66,"rand_switch","sigma",235.458819841594
67,"rand_switch","sigma",61.1734862965401
69,"rand_switch","sigma",72.2692283317553
70,"rand_switch","sigma",176.964244604493
71,"rand_switch","sigma",45.5395032606086
72,"rand_switch","sigma",83.7977126448683
73,"rand_switch","sigma",91.1737406297185
74,"rand_switch","sigma",222.522153073176
75,"rand_switch","sigma",91.8553149560289
76,"rand_switch","sigma",122.412155625598
77,"rand_switch","sigma",162.496768019562
78,"rand_switch","sigma",266.284623653862
80,"rand_switch","sigma",237.126314025985
81,"rand_switch","sigma",144.150667256552
82,"rand_switch","sigma",156.091977425505
83,"rand_switch","sigma",97.8667948818353
84,"rand_switch","sigma",0.000865469566993308
85,"rand_switch","sigma",117.37038717661
86,"rand_switch","sigma",138.600949385855
87,"rand_switch","sigma",94.8654125114909
88,"rand_switch","sigma",197.942308525449
89,"rand_switch","sigma",134.803828704756
90,"rand_switch","sigma",131.714688434778
91,"rand_switch","sigma",81.0856673671486
92,"rand_switch","sigma",115.249035725963
93,"rand_switch","sigma",182.196268195747
94,"rand_switch","sigma",172.937273786674
95,"rand_switch","sigma",55.4876036224232
97,"rand_switch","sigma",84.2848540314461
98,"rand_switch","sigma",154.312676217704
99,"rand_switch","sigma",107.853880335683
100,"rand_switch","sigma",118.427277965368
101,"rand_switch","sigma",139.042025828041
102,"rand_switch","sigma",240.85776762315
1,"rand_switch","tau",680.313420001997
2,"rand_switch","tau",249.246303211055
3,"rand_switch","tau",688.022462715534
4,"rand_switch","tau",443.6010453598
5,"rand_switch","tau",584.531482797195
6,"rand_switch","tau",757.130088677362
7,"rand_switch","tau",727.106818185405
8,"rand_switch","tau",532.419101212363
9,"rand_switch","tau",307.902084578996
10,"rand_switch","tau",1521.67236618699
11,"rand_switch","tau",234.427422749351
12,"rand_switch","tau",444.920523649787
13,"rand_switch","tau",254.205300443928
14,"rand_switch","tau",834.359452090918
16,"rand_switch","tau",956.793338403843
17,"rand_switch","tau",740.630268409494
19,"rand_switch","tau",347.46354814406
20,"rand_switch","tau",398.502736040211
21,"rand_switch","tau",341.715740054388
22,"rand_switch","tau",613.53595787084
23,"rand_switch","tau",328.827235690733
24,"rand_switch","tau",638.269371856958
25,"rand_switch","tau",281.779493874508
26,"rand_switch","tau",316.784816225135
27,"rand_switch","tau",678.29724034
28,"rand_switch","tau",61.8928753497344
29,"rand_switch","tau",563.914475330661
30,"rand_switch","tau",808.580158168053
31,"rand_switch","tau",334.490684673598
34,"rand_switch","tau",488.875006299698
35,"rand_switch","tau",418.874032173957
37,"rand_switch","tau",1177.34017662737
38,"rand_switch","tau",463.279959658239
39,"rand_switch","tau",419.580563070834
40,"rand_switch","tau",390.72459139265
43,"rand_switch","tau",291.092289289569
44,"rand_switch","tau",1190.17499591366
45,"rand_switch","tau",202.666623122871
46,"rand_switch","tau",607.522065744855
47,"rand_switch","tau",339.410830556848
50,"rand_switch","tau",267.473661034162
51,"rand_switch","tau",554.991606965145
53,"rand_switch","tau",555.947876391124
54,"rand_switch","tau",464.824994034063
55,"rand_switch","tau",751.224350511158
56,"rand_switch","tau",571.991555884043
57,"rand_switch","tau",283.060413406259
58,"rand_switch","tau",950.534304104712
59,"rand_switch","tau",441.316966651985
60,"rand_switch","tau",460.271569554814
61,"rand_switch","tau",267.132745637841
62,"rand_switch","tau",419.150363869294
63,"rand_switch","tau",340.661636337538
64,"rand_switch","tau",566.186467661697
65,"rand_switch","tau",413.691179532415
66,"rand_switch","tau",269.906101860841
67,"rand_switch","tau",246.877492490252
69,"rand_switch","tau",282.391333173332
70,"rand_switch","tau",235.735726571353
71,"rand_switch","tau",890.155860550459
72,"rand_switch","tau",357.457028070522
73,"rand_switch","tau",309.884131662079
74,"rand_switch","tau",535.304408415694
75,"rand_switch","tau",1273.19086489421
76,"rand_switch","tau",632.645208458135
77,"rand_switch","tau",661.206044491955
78,"rand_switch","tau",566.479075978421
80,"rand_switch","tau",968.899598966012
81,"rand_switch","tau",467.087345278218
82,"rand_switch","tau",615.202475063451
83,"rand_switch","tau",396.015799928322
84,"rand_switch","tau",600.52082125907
85,"rand_switch","tau",591.006861949215
86,"rand_switch","tau",594.085820004647
87,"rand_switch","tau",426.874690168105
88,"rand_switch","tau",611.066254554732
89,"rand_switch","tau",474.699634505786
90,"rand_switch","tau",417.794285241003
91,"rand_switch","tau",366.16323312966
92,"rand_switch","tau",230.388071258208
93,"rand_switch","tau",229.031777169423
94,"rand_switch","tau",436.136713432774
95,"rand_switch","tau",592.332566766651
97,"rand_switch","tau",325.187124666751
98,"rand_switch","tau",224.592409601075
99,"rand_switch","tau",623.345865313801
100,"rand_switch","tau",379.168639665023
101,"rand_switch","tau",379.921176042083
102,"rand_switch","tau",396.995326162957
