"Subject","type","bin","mean"
31,"alt_ns",1,880.5
31,"alt_ns",2,1131.7
31,"alt_ns",3,1285
31,"alt_ns",4,1371.77777777778
31,"alt_ns",5,1570.77777777778
31,"alt_ns",6,1931.22222222222
31,"alt_switch",1,966.7
31,"alt_switch",2,1174.7
31,"alt_switch",3,1271.6
31,"alt_switch",4,1376
31,"alt_switch",5,1561.33333333333
31,"alt_switch",6,2213.55555555556
31,"pure",1,495.1875
31,"pure",2,524.0625
31,"pure",3,552.5625
31,"pure",4,597.129032258065
31,"pure",5,658.516129032258
31,"pure",6,976.129032258065
31,"rand_ns",1,800.2
31,"rand_ns",2,898
31,"rand_ns",3,989.777777777778
31,"rand_ns",4,1193.44444444444
31,"rand_ns",5,1367.11111111111
31,"rand_ns",6,2097.44444444444
31,"rand_switch",1,902.4
31,"rand_switch",2,1149.6
31,"rand_switch",3,1282.7
31,"rand_switch",4,1406.6
31,"rand_switch",5,1562.33333333333
31,"rand_switch",6,2117
34,"alt_ns",1,750.8
34,"alt_ns",2,876.6
34,"alt_ns",3,1020
34,"alt_ns",4,1159.1
34,"alt_ns",5,1412.22222222222
34,"alt_ns",6,1969.88888888889
34,"alt_switch",1,891.8
34,"alt_switch",2,1055.33333333333
34,"alt_switch",3,1193.22222222222
34,"alt_switch",4,1297.55555555556
34,"alt_switch",5,1564.55555555556
34,"alt_switch",6,2179.66666666667
34,"pure",1,473.875
34,"pure",2,526.5
34,"pure",3,569.6875
34,"pure",4,615.25
34,"pure",5,692.709677419355
34,"pure",6,948.548387096774
34,"rand_ns",1,844.1
34,"rand_ns",2,1062.9
34,"rand_ns",3,1262.8
34,"rand_ns",4,1439.55555555556
34,"rand_ns",5,1741.22222222222
34,"rand_ns",6,2134.66666666667
34,"rand_switch",1,924.5
34,"rand_switch",2,1124.3
34,"rand_switch",3,1305
34,"rand_switch",4,1486.44444444444
34,"rand_switch",5,1823.33333333333
34,"rand_switch",6,2199.66666666667
35,"alt_ns",1,788.3
35,"alt_ns",2,939.8
35,"alt_ns",3,1054.2
35,"alt_ns",4,1163.44444444444
35,"alt_ns",5,1318.88888888889
35,"alt_ns",6,1609.22222222222
35,"alt_switch",1,825.444444444444
35,"alt_switch",2,955.555555555556
35,"alt_switch",3,1100.66666666667
35,"alt_switch",4,1220.77777777778
35,"alt_switch",5,1374
35,"alt_switch",6,1864.625
35,"pure",1,325.833333333333
35,"pure",2,369.2
35,"pure",3,394.733333333333
35,"pure",4,429.466666666667
35,"pure",5,460.466666666667
35,"pure",6,587.310344827586
35,"rand_ns",1,683.3
35,"rand_ns",2,803.1
35,"rand_ns",3,902.555555555556
35,"rand_ns",4,1014.55555555556
35,"rand_ns",5,1208.66666666667
35,"rand_ns",6,1748.44444444444
35,"rand_switch",1,800.3
35,"rand_switch",2,927.4
35,"rand_switch",3,1060.9
35,"rand_switch",4,1181.8
35,"rand_switch",5,1406.1
35,"rand_switch",6,2023
37,"alt_ns",1,1095.8
37,"alt_ns",2,1337.9
37,"alt_ns",3,1668.2
37,"alt_ns",4,2139.7
37,"alt_ns",5,2734.2
37,"alt_ns",6,4131.4
37,"alt_switch",1,990.777777777778
37,"alt_switch",2,1239.44444444444
37,"alt_switch",3,1434.11111111111
37,"alt_switch",4,1675.44444444444
37,"alt_switch",5,2172.66666666667
37,"alt_switch",6,3289.33333333333
37,"pure",1,560.6
37,"pure",2,651
37,"pure",3,765.241379310345
37,"pure",4,877.896551724138
37,"pure",5,1118.62068965517
37,"pure",6,1854.86206896552
37,"rand_ns",1,858.222222222222
37,"rand_ns",2,1072
37,"rand_ns",3,1301.625
37,"rand_ns",4,1566.75
37,"rand_ns",5,2191.125
37,"rand_ns",6,3507.25
37,"rand_switch",1,993.222222222222
37,"rand_switch",2,1309
37,"rand_switch",3,1640.44444444444
37,"rand_switch",4,2016.55555555556
37,"rand_switch",5,2739.44444444444
37,"rand_switch",6,4101.11111111111
38,"alt_ns",1,825.5
38,"alt_ns",2,950.6
38,"alt_ns",3,1091.77777777778
38,"alt_ns",4,1248.88888888889
38,"alt_ns",5,1679.33333333333
38,"alt_ns",6,2087.33333333333
38,"alt_switch",1,823.222222222222
38,"alt_switch",2,999.888888888889
38,"alt_switch",3,1172.88888888889
38,"alt_switch",4,1377.55555555556
38,"alt_switch",5,1698.44444444444
38,"alt_switch",6,2124
38,"pure",1,434.96875
38,"pure",2,484.967741935484
38,"pure",3,511.677419354839
38,"pure",4,542.483870967742
38,"pure",5,586.903225806452
38,"pure",6,807.451612903226
38,"rand_ns",1,717.1
38,"rand_ns",2,835.3
38,"rand_ns",3,936.666666666667
38,"rand_ns",4,1065.88888888889
38,"rand_ns",5,1341.88888888889
38,"rand_ns",6,1822.11111111111
38,"rand_switch",1,892.1
38,"rand_switch",2,997.888888888889
38,"rand_switch",3,1130.88888888889
38,"rand_switch",4,1345.66666666667
38,"rand_switch",5,1597.22222222222
38,"rand_switch",6,1993.66666666667
39,"alt_ns",1,693.9
39,"alt_ns",2,836.7
39,"alt_ns",3,913
39,"alt_ns",4,1061.1
39,"alt_ns",5,1280.9
39,"alt_ns",6,1619.77777777778
39,"alt_switch",1,727.333333333333
39,"alt_switch",2,923.777777777778
39,"alt_switch",3,1106.33333333333
39,"alt_switch",4,1224
39,"alt_switch",5,1398.5
39,"alt_switch",6,1655.5
39,"pure",1,316.137931034483
39,"pure",2,356.620689655172
39,"pure",3,394.321428571429
39,"pure",4,426.678571428571
39,"pure",5,474.071428571429
39,"pure",6,651
39,"rand_ns",1,559.333333333333
39,"rand_ns",2,678
39,"rand_ns",3,767.777777777778
39,"rand_ns",4,958.333333333333
39,"rand_ns",5,1174.44444444444
39,"rand_ns",6,1668.75
39,"rand_switch",1,664.6
39,"rand_switch",2,772.222222222222
39,"rand_switch",3,906.888888888889
39,"rand_switch",4,1025.44444444444
39,"rand_switch",5,1247.33333333333
39,"rand_switch",6,1606.66666666667
40,"alt_ns",1,768.9
40,"alt_ns",2,867.6
40,"alt_ns",3,960.444444444444
40,"alt_ns",4,1048.77777777778
40,"alt_ns",5,1262.33333333333
40,"alt_ns",6,1685.22222222222
40,"alt_switch",1,840.6
40,"alt_switch",2,945.1
40,"alt_switch",3,988.222222222222
40,"alt_switch",4,1105
40,"alt_switch",5,1270.22222222222
40,"alt_switch",6,1742.88888888889
40,"pure",1,430
40,"pure",2,488.322580645161
40,"pure",3,518.233333333333
40,"pure",4,553.366666666667
40,"pure",5,594.133333333333
40,"pure",6,795.233333333333
40,"rand_ns",1,836.444444444444
40,"rand_ns",2,916.666666666667
40,"rand_ns",3,1023.22222222222
40,"rand_ns",4,1193.22222222222
40,"rand_ns",5,1458.88888888889
40,"rand_ns",6,1981.44444444444
40,"rand_switch",1,822.1
40,"rand_switch",2,971.1
40,"rand_switch",3,1103.88888888889
40,"rand_switch",4,1216.66666666667
40,"rand_switch",5,1452.11111111111
40,"rand_switch",6,1841.55555555556
43,"alt_ns",1,814.6
43,"alt_ns",2,960.4
43,"alt_ns",3,1179.6
43,"alt_ns",4,1423.88888888889
43,"alt_ns",5,1677.88888888889
43,"alt_ns",6,2086.77777777778
43,"alt_switch",1,873.2
43,"alt_switch",2,1058.9
43,"alt_switch",3,1235.7
43,"alt_switch",4,1350.77777777778
43,"alt_switch",5,1525.77777777778
43,"alt_switch",6,2022.88888888889
43,"pure",1,411.451612903226
43,"pure",2,463.709677419355
43,"pure",3,514.064516129032
43,"pure",4,567.483870967742
43,"pure",5,656.483870967742
43,"pure",6,936.5
43,"rand_ns",1,651.222222222222
43,"rand_ns",2,764.333333333333
43,"rand_ns",3,831.111111111111
43,"rand_ns",4,927.444444444444
43,"rand_ns",5,1140.55555555556
43,"rand_ns",6,1486
43,"rand_switch",1,755.4
43,"rand_switch",2,912
43,"rand_switch",3,987.888888888889
43,"rand_switch",4,1095.66666666667
43,"rand_switch",5,1273
43,"rand_switch",6,1658.77777777778
44,"alt_ns",1,335.5
44,"alt_ns",2,888.25
44,"alt_ns",3,1107.5
44,"alt_ns",4,1349.5
44,"alt_ns",5,1627.5
44,"alt_ns",6,3966.125
44,"alt_switch",1,192.111111111111
44,"alt_switch",2,867.888888888889
44,"alt_switch",3,1169.66666666667
44,"alt_switch",4,1459.33333333333
44,"alt_switch",5,1938.33333333333
44,"alt_switch",6,4011.25
44,"pure",1,379.870967741935
44,"pure",2,468.354838709677
44,"pure",3,545.129032258065
44,"pure",4,622.354838709677
44,"pure",5,769.548387096774
44,"pure",6,1840.8
44,"rand_ns",1,716
44,"rand_ns",2,944.555555555556
44,"rand_ns",3,1148.55555555556
44,"rand_ns",4,1465.55555555556
44,"rand_ns",5,2138.77777777778
44,"rand_ns",6,4402.77777777778
44,"rand_switch",1,837.7
44,"rand_switch",2,1197.33333333333
44,"rand_switch",3,1499.44444444444
44,"rand_switch",4,1781.33333333333
44,"rand_switch",5,2183.33333333333
44,"rand_switch",6,4170.44444444444
45,"alt_ns",1,715.1
45,"alt_ns",2,809.9
45,"alt_ns",3,883.888888888889
45,"alt_ns",4,1013.22222222222
45,"alt_ns",5,1140.88888888889
45,"alt_ns",6,1491.33333333333
45,"alt_switch",1,767.5
45,"alt_switch",2,856.9
45,"alt_switch",3,913
45,"alt_switch",4,983
45,"alt_switch",5,1074.22222222222
45,"alt_switch",6,1223.44444444444
45,"pure",1,400.625
45,"pure",2,453.34375
45,"pure",3,495.129032258065
45,"pure",4,539.806451612903
45,"pure",5,607.774193548387
45,"pure",6,837.612903225806
45,"rand_ns",1,605.9
45,"rand_ns",2,674
45,"rand_ns",3,747
45,"rand_ns",4,865
45,"rand_ns",5,1063.77777777778
45,"rand_ns",6,1379.66666666667
45,"rand_switch",1,648.8
45,"rand_switch",2,735.6
45,"rand_switch",3,799
45,"rand_switch",4,886.8
45,"rand_switch",5,987.888888888889
45,"rand_switch",6,1212.66666666667
46,"alt_ns",1,782.4
46,"alt_ns",2,943.2
46,"alt_ns",3,1166.6
46,"alt_ns",4,1489.5
46,"alt_ns",5,1895.77777777778
46,"alt_ns",6,2517.44444444444
46,"alt_switch",1,923.777777777778
46,"alt_switch",2,1135.75
46,"alt_switch",3,1347.5
46,"alt_switch",4,1558.375
46,"alt_switch",5,1765.875
46,"alt_switch",6,2110.5
46,"pure",1,399.6
46,"pure",2,455.433333333333
46,"pure",3,508.633333333333
46,"pure",4,570.766666666667
46,"pure",5,636.633333333333
46,"pure",6,1058.46666666667
46,"rand_ns",1,679
46,"rand_ns",2,812.777777777778
46,"rand_ns",3,966.333333333333
46,"rand_ns",4,1132.55555555556
46,"rand_ns",5,1746.44444444444
46,"rand_ns",6,2447.66666666667
46,"rand_switch",1,781.777777777778
46,"rand_switch",2,987.333333333333
46,"rand_switch",3,1144.33333333333
46,"rand_switch",4,1440.77777777778
46,"rand_switch",5,1761
46,"rand_switch",6,2400.625
47,"alt_ns",1,781
47,"alt_ns",2,927.1
47,"alt_ns",3,1129.5
47,"alt_ns",4,1466.9
47,"alt_ns",5,1805
47,"alt_ns",6,2364.33333333333
47,"alt_switch",1,876.1
47,"alt_switch",2,973.4
47,"alt_switch",3,1146.66666666667
47,"alt_switch",4,1338.88888888889
47,"alt_switch",5,1573.11111111111
47,"alt_switch",6,2264.22222222222
47,"pure",1,433.0625
47,"pure",2,516.935483870968
47,"pure",3,568.387096774194
47,"pure",4,633.096774193548
47,"pure",5,744.967741935484
47,"pure",6,1215.93548387097
47,"rand_ns",1,782.6
47,"rand_ns",2,875.666666666667
47,"rand_ns",3,1053.77777777778
47,"rand_ns",4,1264.11111111111
47,"rand_ns",5,1492.55555555556
47,"rand_ns",6,1956.11111111111
47,"rand_switch",1,911.4
47,"rand_switch",2,975
47,"rand_switch",3,1059.22222222222
47,"rand_switch",4,1192.33333333333
47,"rand_switch",5,1351
47,"rand_switch",6,1883.88888888889
50,"alt_ns",1,598.666666666667
50,"alt_ns",2,694.777777777778
50,"alt_ns",3,846.375
50,"alt_ns",4,999.5
50,"alt_ns",5,1311.875
50,"alt_ns",6,1673.5
50,"alt_switch",1,626.888888888889
50,"alt_switch",2,735.222222222222
50,"alt_switch",3,849
50,"alt_switch",4,958.333333333333
50,"alt_switch",5,1198.77777777778
50,"alt_switch",6,1632.77777777778
50,"pure",1,343.064516129032
50,"pure",2,396.387096774194
50,"pure",3,436.516129032258
50,"pure",4,480.774193548387
50,"pure",5,564.677419354839
50,"pure",6,916.233333333333
50,"rand_ns",1,605.3
50,"rand_ns",2,714.222222222222
50,"rand_ns",3,782.666666666667
50,"rand_ns",4,888.777777777778
50,"rand_ns",5,1102.33333333333
50,"rand_ns",6,1710.77777777778
50,"rand_switch",1,668.5
50,"rand_switch",2,773
50,"rand_switch",3,856.4
50,"rand_switch",4,940.6
50,"rand_switch",5,1074.3
50,"rand_switch",6,1492.77777777778
51,"alt_ns",1,734.5
51,"alt_ns",2,811.4
51,"alt_ns",3,871.3
51,"alt_ns",4,984.6
51,"alt_ns",5,1273.6
51,"alt_ns",6,1652.8
51,"alt_switch",1,919.1
51,"alt_switch",2,1123.2
51,"alt_switch",3,1320.7
51,"alt_switch",4,1529.6
51,"alt_switch",5,1742.33333333333
51,"alt_switch",6,2166.11111111111
51,"pure",1,417.625
51,"pure",2,469.25
51,"pure",3,505.25
51,"pure",4,533.41935483871
51,"pure",5,578.806451612903
51,"pure",6,785.935483870968
51,"rand_ns",1,754.7
51,"rand_ns",2,887.5
51,"rand_ns",3,983.7
51,"rand_ns",4,1161.44444444444
51,"rand_ns",5,1408.44444444444
51,"rand_ns",6,1746.66666666667
51,"rand_switch",1,934.1
51,"rand_switch",2,1023.5
51,"rand_switch",3,1170.9
51,"rand_switch",4,1562.9
51,"rand_switch",5,1852.33333333333
51,"rand_switch",6,2257.22222222222
53,"alt_ns",1,728.1
53,"alt_ns",2,818.6
53,"alt_ns",3,881.2
53,"alt_ns",4,1039.1
53,"alt_ns",5,1344.3
53,"alt_ns",6,1898.77777777778
53,"alt_switch",1,765.444444444444
53,"alt_switch",2,932.555555555556
53,"alt_switch",3,1088.55555555556
53,"alt_switch",4,1302.5
53,"alt_switch",5,1537.125
53,"alt_switch",6,1992.375
53,"pure",1,377.3
53,"pure",2,434.9
53,"pure",3,468.533333333333
53,"pure",4,506.5
53,"pure",5,557.333333333333
53,"pure",6,756.6
53,"rand_ns",1,700.2
53,"rand_ns",2,828.444444444444
53,"rand_ns",3,910.555555555556
53,"rand_ns",4,1141.77777777778
53,"rand_ns",5,1615.77777777778
53,"rand_ns",6,2022.66666666667
53,"rand_switch",1,793.5
53,"rand_switch",2,948.3
53,"rand_switch",3,1100.2
53,"rand_switch",4,1338.55555555556
53,"rand_switch",5,1560.55555555556
53,"rand_switch",6,2235.44444444444
54,"alt_ns",1,787.777777777778
54,"alt_ns",2,934.333333333333
54,"alt_ns",3,1168.55555555556
54,"alt_ns",4,1420.5
54,"alt_ns",5,1557.5
54,"alt_ns",6,1950.125
54,"alt_switch",1,781
54,"alt_switch",2,972.222222222222
54,"alt_switch",3,1068.66666666667
54,"alt_switch",4,1228.66666666667
54,"alt_switch",5,1519.44444444444
54,"alt_switch",6,1984.875
54,"pure",1,400.068965517241
54,"pure",2,455.103448275862
54,"pure",3,488.310344827586
54,"pure",4,534.793103448276
54,"pure",5,607.103448275862
54,"pure",6,899.034482758621
54,"rand_ns",1,695.8
54,"rand_ns",2,877.6
54,"rand_ns",3,990.5
54,"rand_ns",4,1180.8
54,"rand_ns",5,1379.11111111111
54,"rand_ns",6,1942.55555555556
54,"rand_switch",1,772.3
54,"rand_switch",2,939.2
54,"rand_switch",3,1101.7
54,"rand_switch",4,1245.88888888889
54,"rand_switch",5,1469.88888888889
54,"rand_switch",6,2014.88888888889
55,"alt_ns",1,978.2
55,"alt_ns",2,1240.5
55,"alt_ns",3,1497.4
55,"alt_ns",4,1834.8
55,"alt_ns",5,2400.8
55,"alt_ns",6,3770.6
55,"alt_switch",1,1385.2
55,"alt_switch",2,1686.1
55,"alt_switch",3,1845.77777777778
55,"alt_switch",4,2223.22222222222
55,"alt_switch",5,2724.22222222222
55,"alt_switch",6,4670.11111111111
55,"pure",1,477.193548387097
55,"pure",2,567.58064516129
55,"pure",3,645.2
55,"pure",4,759
55,"pure",5,950.166666666667
55,"pure",6,1725.1
55,"rand_ns",1,939.2
55,"rand_ns",2,1115
55,"rand_ns",3,1336.4
55,"rand_ns",4,1576.88888888889
55,"rand_ns",5,2144.44444444444
55,"rand_ns",6,4296.66666666667
55,"rand_switch",1,1217.4
55,"rand_switch",2,1464.9
55,"rand_switch",3,1629.1
55,"rand_switch",4,1844.44444444444
55,"rand_switch",5,2258
55,"rand_switch",6,3607.66666666667
56,"alt_ns",1,800.3
56,"alt_ns",2,1009.77777777778
56,"alt_ns",3,1184.66666666667
56,"alt_ns",4,1595.88888888889
56,"alt_ns",5,2216.11111111111
56,"alt_ns",6,2902
56,"alt_switch",1,872.555555555556
56,"alt_switch",2,991.25
56,"alt_switch",3,1153.75
56,"alt_switch",4,1394.875
56,"alt_switch",5,1762
56,"alt_switch",6,2478.875
56,"pure",1,431.354838709677
56,"pure",2,496.548387096774
56,"pure",3,555.466666666667
56,"pure",4,628.733333333333
56,"pure",5,784.6
56,"pure",6,1208.93333333333
56,"rand_ns",1,705.2
56,"rand_ns",2,830.3
56,"rand_ns",3,985.7
56,"rand_ns",4,1273.55555555556
56,"rand_ns",5,1601.22222222222
56,"rand_ns",6,2418.88888888889
56,"rand_switch",1,832
56,"rand_switch",2,1118.9
56,"rand_switch",3,1309.8
56,"rand_switch",4,1518.33333333333
56,"rand_switch",5,1859.44444444444
56,"rand_switch",6,2566.44444444444
57,"alt_ns",1,621.3
57,"alt_ns",2,696.111111111111
57,"alt_ns",3,751.222222222222
57,"alt_ns",4,829.333333333333
57,"alt_ns",5,961.555555555556
57,"alt_ns",6,1235.66666666667
57,"alt_switch",1,677.777777777778
57,"alt_switch",2,753
57,"alt_switch",3,810
57,"alt_switch",4,981.111111111111
57,"alt_switch",5,1270.44444444444
57,"alt_switch",6,1464
57,"pure",1,348.241379310345
57,"pure",2,396.607142857143
57,"pure",3,446
57,"pure",4,488.428571428571
57,"pure",5,538.678571428571
57,"pure",6,719.035714285714
57,"rand_ns",1,605
57,"rand_ns",2,692.777777777778
57,"rand_ns",3,752.777777777778
57,"rand_ns",4,847.555555555556
57,"rand_ns",5,1021.375
57,"rand_ns",6,1355.625
57,"rand_switch",1,633.3
57,"rand_switch",2,725.444444444444
57,"rand_switch",3,788.888888888889
57,"rand_switch",4,886.555555555556
57,"rand_switch",5,998.222222222222
57,"rand_switch",6,1478.66666666667
58,"alt_ns",1,714.9
58,"alt_ns",2,804.3
58,"alt_ns",3,924.777777777778
58,"alt_ns",4,1267.77777777778
58,"alt_ns",5,1755.66666666667
58,"alt_ns",6,2721.66666666667
58,"alt_switch",1,883.444444444444
58,"alt_switch",2,1321.22222222222
58,"alt_switch",3,1525.375
58,"alt_switch",4,1962.125
58,"alt_switch",5,2935.75
58,"alt_switch",6,3962.25
58,"pure",1,479.096774193548
58,"pure",2,568.451612903226
58,"pure",3,647.032258064516
58,"pure",4,746.129032258065
58,"pure",5,1011.25806451613
58,"pure",6,1972.35483870968
58,"rand_ns",1,693.8
58,"rand_ns",2,849.111111111111
58,"rand_ns",3,930.555555555556
58,"rand_ns",4,1219.66666666667
58,"rand_ns",5,1689.55555555556
58,"rand_ns",6,3189.33333333333
58,"rand_switch",1,825.8
58,"rand_switch",2,1088.2
58,"rand_switch",3,1419.3
58,"rand_switch",4,1872.66666666667
58,"rand_switch",5,2300
58,"rand_switch",6,3211.88888888889
59,"alt_ns",1,775.5
59,"alt_ns",2,922.9
59,"alt_ns",3,1122.2
59,"alt_ns",4,1235.5
59,"alt_ns",5,1506.88888888889
59,"alt_ns",6,2190.55555555556
59,"alt_switch",1,977.555555555556
59,"alt_switch",2,1224
59,"alt_switch",3,1398
59,"alt_switch",4,1614.25
59,"alt_switch",5,1972.875
59,"alt_switch",6,2566.5
59,"pure",1,523.322580645161
59,"pure",2,588.967741935484
59,"pure",3,643.677419354839
59,"pure",4,690.225806451613
59,"pure",5,766.935483870968
59,"pure",6,1181.61290322581
59,"rand_ns",1,800.3
59,"rand_ns",2,966
59,"rand_ns",3,1134.4
59,"rand_ns",4,1406.33333333333
59,"rand_ns",5,1753.77777777778
59,"rand_ns",6,2410
59,"rand_switch",1,931.3
59,"rand_switch",2,1149.1
59,"rand_switch",3,1309.3
59,"rand_switch",4,1536.4
59,"rand_switch",5,1800
59,"rand_switch",6,2206.11111111111
60,"alt_ns",1,741.888888888889
60,"alt_ns",2,848.777777777778
60,"alt_ns",3,946.777777777778
60,"alt_ns",4,1030.22222222222
60,"alt_ns",5,1165.125
60,"alt_ns",6,1379.5
60,"alt_switch",1,760.142857142857
60,"alt_switch",2,873.285714285714
60,"alt_switch",3,1069.71428571429
60,"alt_switch",4,1215.85714285714
60,"alt_switch",5,1460.28571428571
60,"alt_switch",6,1996.85714285714
60,"pure",1,358
60,"pure",2,404.766666666667
60,"pure",3,442.933333333333
60,"pure",4,472.862068965517
60,"pure",5,508.620689655172
60,"pure",6,721
60,"rand_ns",1,666.222222222222
60,"rand_ns",2,776.666666666667
60,"rand_ns",3,855.875
60,"rand_ns",4,1053
60,"rand_ns",5,1260.25
60,"rand_ns",6,1710.875
60,"rand_switch",1,672.777777777778
60,"rand_switch",2,878.888888888889
60,"rand_switch",3,1040.66666666667
60,"rand_switch",4,1273.375
60,"rand_switch",5,1502.625
60,"rand_switch",6,1899.875
61,"alt_ns",1,685.7
61,"alt_ns",2,767.1
61,"alt_ns",3,823.8
61,"alt_ns",4,957.5
61,"alt_ns",5,1134.3
61,"alt_ns",6,1451.55555555556
61,"alt_switch",1,794.9
61,"alt_switch",2,891.4
61,"alt_switch",3,953.7
61,"alt_switch",4,1079.4
61,"alt_switch",5,1236
61,"alt_switch",6,1550.88888888889
61,"pure",1,417.78125
61,"pure",2,453.125
61,"pure",3,478.741935483871
61,"pure",4,502.806451612903
61,"pure",5,535.741935483871
61,"pure",6,652.935483870968
61,"rand_ns",1,705.1
61,"rand_ns",2,805.1
61,"rand_ns",3,914.6
61,"rand_ns",4,1025.1
61,"rand_ns",5,1121.44444444444
61,"rand_ns",6,1382.66666666667
61,"rand_switch",1,779.3
61,"rand_switch",2,887.7
61,"rand_switch",3,983.9
61,"rand_switch",4,1080
61,"rand_switch",5,1242.6
61,"rand_switch",6,1543.55555555556
62,"alt_ns",1,860.7
62,"alt_ns",2,987.8
62,"alt_ns",3,1145.55555555556
62,"alt_ns",4,1326.33333333333
62,"alt_ns",5,1489.77777777778
62,"alt_ns",6,1918.11111111111
62,"alt_switch",1,794.2
62,"alt_switch",2,918.1
62,"alt_switch",3,1061.2
62,"alt_switch",4,1236.1
62,"alt_switch",5,1507.3
62,"alt_switch",6,2061.44444444444
62,"pure",1,496.78125
62,"pure",2,537.03125
62,"pure",3,566.8125
62,"pure",4,594.483870967742
62,"pure",5,641.032258064516
62,"pure",6,1015.54838709677
62,"rand_ns",1,899.3
62,"rand_ns",2,1041.8
62,"rand_ns",3,1139.4
62,"rand_ns",4,1284.11111111111
62,"rand_ns",5,1487
62,"rand_ns",6,1880.88888888889
62,"rand_switch",1,909.5
62,"rand_switch",2,1036.1
62,"rand_switch",3,1180.2
62,"rand_switch",4,1327
62,"rand_switch",5,1498.8
62,"rand_switch",6,2016
63,"alt_ns",1,681.3
63,"alt_ns",2,757
63,"alt_ns",3,895.111111111111
63,"alt_ns",4,1036.22222222222
63,"alt_ns",5,1231
63,"alt_ns",6,1668.22222222222
63,"alt_switch",1,707
63,"alt_switch",2,801.5
63,"alt_switch",3,896.1
63,"alt_switch",4,1053
63,"alt_switch",5,1233.11111111111
63,"alt_switch",6,1795.88888888889
63,"pure",1,387.71875
63,"pure",2,463.25
63,"pure",3,502.75
63,"pure",4,541.8125
63,"pure",5,594.354838709677
63,"pure",6,833.483870967742
63,"rand_ns",1,593.3
63,"rand_ns",2,644.777777777778
63,"rand_ns",3,703
63,"rand_ns",4,769
63,"rand_ns",5,876.333333333333
63,"rand_ns",6,1575.66666666667
63,"rand_switch",1,662.4
63,"rand_switch",2,754.3
63,"rand_switch",3,857.111111111111
63,"rand_switch",4,966
63,"rand_switch",5,1146.66666666667
63,"rand_switch",6,1628.88888888889
64,"alt_ns",1,787.9
64,"alt_ns",2,940.8
64,"alt_ns",3,1160.6
64,"alt_ns",4,1328.44444444444
64,"alt_ns",5,1659.66666666667
64,"alt_ns",6,2311.55555555556
64,"alt_switch",1,847.5
64,"alt_switch",2,1022.6
64,"alt_switch",3,1159.44444444444
64,"alt_switch",4,1313.55555555556
64,"alt_switch",5,1523.11111111111
64,"alt_switch",6,2247.55555555556
64,"pure",1,449.53125
64,"pure",2,504.41935483871
64,"pure",3,558.064516129032
64,"pure",4,651.806451612903
64,"pure",5,833.129032258065
64,"pure",6,1557.35483870968
64,"rand_ns",1,742
64,"rand_ns",2,841.5
64,"rand_ns",3,930.5
64,"rand_ns",4,1111
64,"rand_ns",5,1449.55555555556
64,"rand_ns",6,2272.33333333333
64,"rand_switch",1,832.8
64,"rand_switch",2,994.2
64,"rand_switch",3,1143.3
64,"rand_switch",4,1346.55555555556
64,"rand_switch",5,1616.22222222222
64,"rand_switch",6,2386.44444444444
65,"alt_ns",1,880.666666666667
65,"alt_ns",2,1020.22222222222
65,"alt_ns",3,1238.44444444444
65,"alt_ns",4,1437.66666666667
65,"alt_ns",5,1706.55555555556
65,"alt_ns",6,2241.44444444444
65,"alt_switch",1,947.888888888889
65,"alt_switch",2,1127.33333333333
65,"alt_switch",3,1351.77777777778
65,"alt_switch",4,1524.55555555556
65,"alt_switch",5,1758.625
65,"alt_switch",6,2277.5
65,"pure",1,444.032258064516
65,"pure",2,481.161290322581
65,"pure",3,515.8
65,"pure",4,556.5
65,"pure",5,600.233333333333
65,"pure",6,763.033333333333
65,"rand_ns",1,676.333333333333
65,"rand_ns",2,792.777777777778
65,"rand_ns",3,864.555555555556
65,"rand_ns",4,959.777777777778
65,"rand_ns",5,1258
65,"rand_ns",6,1674.25
65,"rand_switch",1,849.222222222222
65,"rand_switch",2,1027.55555555556
65,"rand_switch",3,1114.66666666667
65,"rand_switch",4,1295.55555555556
65,"rand_switch",5,1617.11111111111
65,"rand_switch",6,1961.33333333333
66,"alt_ns",1,627.555555555556
66,"alt_ns",2,776.666666666667
66,"alt_ns",3,969
66,"alt_ns",4,1177.33333333333
66,"alt_ns",5,1372.875
66,"alt_ns",6,1612.125
66,"alt_switch",1,640.666666666667
66,"alt_switch",2,798.125
66,"alt_switch",3,935
66,"alt_switch",4,1030.625
66,"alt_switch",5,1200.5
66,"alt_switch",6,1684.125
66,"pure",1,437.625
66,"pure",2,477.53125
66,"pure",3,505.870967741935
66,"pure",4,534.548387096774
66,"pure",5,571.645161290323
66,"pure",6,710.870967741935
66,"rand_ns",1,664
66,"rand_ns",2,754.333333333333
66,"rand_ns",3,835.555555555556
66,"rand_ns",4,933.888888888889
66,"rand_ns",5,1230.44444444444
66,"rand_ns",6,1616.625
66,"rand_switch",1,833
66,"rand_switch",2,985.111111111111
66,"rand_switch",3,1164.33333333333
66,"rand_switch",4,1344.875
66,"rand_switch",5,1516.5
66,"rand_switch",6,1843
67,"alt_ns",1,779
67,"alt_ns",2,861.7
67,"alt_ns",3,914.3
67,"alt_ns",4,960
67,"alt_ns",5,1029.66666666667
67,"alt_ns",6,1221
67,"alt_switch",1,763.8
67,"alt_switch",2,842.8
67,"alt_switch",3,901.7
67,"alt_switch",4,985.3
67,"alt_switch",5,1134.22222222222
67,"alt_switch",6,1380.22222222222
67,"pure",1,394.5625
67,"pure",2,442.59375
67,"pure",3,470.84375
