"Subject","rand_local","alt_local","rand_global","alt_global","bin"
3001,70,107.1,498.4875,471.7875,2
3002,1053.5,296.7,1078.925,1166.925,2
3003,133.555555555555,-54.5999999999999,382.26164874552,578.083870967742,2
3004,219.7,269.4,379.525806451613,315.525806451613,2
3006,150.8,125.3,440.732258064516,248.832258064516,2
3007,91.1999999999998,-2.5,536.045161290323,851.045161290323,2
3008,-30.8,194.9,562.338709677419,440.538709677419,2
3009,538.522222222222,357.722222222222,422.166666666667,620.966666666667,2
3010,235.375,5.88888888888869,991.814655172414,1540.68965517241,2
3012,693.211111111111,207.8,474.803225806452,685.203225806452,2
3013,214.9,432.7,602.4875,413.4875,2
3014,1034.86111111111,607.844444444444,1407.6746031746,1289.38571428571,2
1001,464,154.3,696.50625,1025.90625,3
1002,110.9,45.3999999999999,844.2,634.9,3
1003,762.7,290.111111111111,677.616129032258,1129.51612903226,3
1007,314.155555555556,183.444444444445,249.377777777778,531.155555555556,3
1008,353.9,290.1,477.4125,336.7125,3
1009,207.9,362.9,979.8125,773.1125,3
1010,431.375,-853.5,3294.94758064516,4482.82258064516,3
1011,225.631578947369,225.631578947369,745.380305602716,745.380305602716,3
1014,121.111111111111,293.555555555555,931.344827586207,722.900383141763,3
1015,155.9,146,506.04375,811.54375,3
1016,351.375,4.95833333333326,771.625,845.666666666667,3
1017,249.2,227,761.083870967742,770.083870967742,3
1018,705.588888888889,459.7,810,825.1,3
1019,373.2,22.4444444444443,572.887096774194,737.275985663082,3
1020,568.688888888889,270.022222222222,823.167741935484,831.167741935484,3
1022,133.877777777778,108.444444444445,1156.89964157706,910.899641577061,3
1023,102.4,171.6,500.46875,555.46875,3
1024,166.9,98.5,831.11875,625.61875,3
1025,198.766666666666,18.4555555555557,1059.0875,1390.2875,3
1026,589,356.311111111111,830.05,726.55,3
1027.5,933.6,299.666666666667,423.98064516129,1151.13620071685,3
1029,335.4,35.1111111111109,760.361290322581,1130.27240143369,3
1030,154.1,41.3999999999999,745.145161290323,602.345161290323,3
1031,389,-8.59999999999991,515.975,1014.675,3
3001,30.6888888888889,37.3111111111111,614.142361111111,619.83125,3
3002,1037.6,259.3,1284.31935483871,1400.41935483871,3
3003,75.5555555555557,51,479.752688172043,651.41935483871,3
3004,295.888888888889,322.6,439.433333333333,333.333333333333,3
3006,138.1,117.4,571.764516129032,322.164516129032,3
3007,144.488888888889,10.3,606.207885304659,1021.29677419355,3
3008,-165.288888888889,28.8999999999999,757.948387096774,663.448387096774,3
3009,951.755555555556,286.055555555556,489.666666666667,1009.31111111111,3
3010,102.392857142857,-22.8472222222222,1479.09482758621,1988.96982758621,3
3012,756.877777777778,276.744444444444,578.867741935484,780.667741935484,3
3013,214.1,547.8,697.85,482.65,3
3014,678.583333333333,518.455555555556,2069.77777777778,1633.21111111111,3
1001,374.6,-34.0999999999999,858.525,1305.425,4
1002,151.9,54.3999999999999,950.848387096774,765.748387096774,4
1003,1056.9,205.222222222222,790.664516129032,1552.06451612903,4
1007,279.666666666667,21.5555555555557,234.588888888889,643.255555555555,4
1008,384.5,436.111111111111,599.11875,385.71875,4
1009,65.7999999999997,447.811111111111,1085.45625,724.95625,4
1010,-137.380952380952,-313.333333333333,3817.39170506912,4650.67741935484,4
1011,64.6315789473686,64.6315789473686,968.157894736842,968.157894736842,4
1014,-65.2222222222222,299.805555555556,1215.44827586207,818.892720306513,4
1015,63.7555555555557,113.1,673.20625,993.30625,4
1016,339.930555555556,-89.0277777777778,908.211206896552,1010.36398467433,4
1017,-3.47777777777787,200.022222222222,1145.84229390681,1052.26451612903,4
1018,751.811111111111,484.8,894.3,879.3,4
1019,443.777777777778,-131.513888888889,730.10752688172,1032.66308243728,4
1020,718.111111111111,284.8,1153.86379928315,968.61935483871,4
1022,10.0333333333333,95.5555555555554,1434.98924731183,1040.10035842294,4
1023,150.9,184.3,606.4375,684.4375,4
1024,206.7,98.8,898.80625,650.80625,4
1025,-73.1111111111109,-218.333333333333,1391.12544802867,1746.90322580645,4
1026,666.822222222222,292.144444444444,1076.26164874552,937.783870967742,4
1027.5,866,111.444444444444,600.364516129032,1431.28673835125,4
1029,357.333333333333,-64.333333333333,844.118279569893,1311.11827956989,4
1030,195.1,-36.911111111111,996.358064516129,753.058064516129,4
1031,281.8,-184.8,576.535483870968,1272.83548387097,4
3001,-95.0999999999999,8.22222222222217,834.4375,762.4375,4
3002,845.788888888889,208.8,1767.43369175627,1659.52258064516,4
3003,257.111111111111,-72.2222222222222,457.21146953405,805.767025089606,4
3004,347.277777777778,425,481.533333333333,365.933333333333,4
3006,91.5,167,768.841935483871,362.141935483871,4
3007,231.266666666667,23.9000000000001,711.623655913978,1180.89032258065,4
3008,-100.555555555555,-148.3,802.931899641577,928.409677419355,4
3009,975.333333333333,181.527777777778,843.933333333333,1419.82222222222,4
3010,18.1785714285716,135.125,1939.35344827586,2204.97844827586,4
3012,519.725,138.433333333333,893.770967741936,1026.77096774194,4
3013,135.9,535.7,937.393548387097,662.293548387097,4
3014,433.222222222222,517.555555555556,2841.18518518519,1994.18518518519,4
1001,515.5,-424.7,1114.8875,1861.6875,5
1002,-79.1999999999998,-89.1000000000001,1180.47096774194,1055.17096774194,5
1003,1514.01111111111,-351.011111111111,989.017921146953,2549.02903225806,5
1007,246.777777777778,121.222222222222,184.033333333333,604.477777777778,5
1008,602.9,308.044444444444,732.106451612903,600.206451612903,5
1009,143.777777777778,464.922222222222,1013.56597222222,744.64375,5
1010,259.119047619048,78,3744.81105990783,4524.09677419355,5
1011,-19.1578947368421,-19.1578947368421,1249.28522920204,1249.28522920204,5
1014,-300.555555555555,283.166666666667,1627.2183908046,939.885057471264,5
1015,-187.111111111111,162.222222222222,964.544802867384,1309.32258064516,5
1016,382.722222222222,-274.680555555556,1085.60344827586,1225.65900383142,5
1017,29.4444444444443,8.5333333333333,1364.3082437276,1392.21935483871,5
1018,557.611111111111,298.5,1194.43333333333,1021.43333333333,5
1019,587.777777777778,-187.638888888889,1041.92831541219,1307.37275985663,5
1020,811.888888888889,389.444444444444,1532.98888888889,1026.54444444444,5
1022,62.6111111111113,-75.7777777777778,1790.24372759857,1399.02150537634,5
1023,135.133333333333,250,772.135416666667,809.76875,5
1024,332.7,171,949.675,673.375,5
1025,-126.888888888889,-429.355555555556,1610.42652329749,2426.67096774194,5
1026,704,422,1437.66666666667,1049,5
1027.5,562.288888888889,-96.9583333333335,1244.0788530466,1861.59274193548,5
1029,448.444444444444,-358.333333333333,922.688172043011,1894.68817204301,5
1030,138.222222222222,-90,1212.26164874552,945.150537634409,5
1031,374.8,-629.3,667.612903225806,1837.71290322581,5
3001,-134.5,-178.933333333333,969.516129032258,1030.11612903226,5
3002,884.222222222222,-216.866666666666,2202.5770609319,2278.55483870968,5
3003,331.111111111111,-315.333333333333,482.835125448029,1014.05734767025,5
3004,154.166666666667,593.5,724.933333333333,364.033333333333,5
3006,249.1,238.9,1071.98709677419,398.187096774193,5
3007,396.5,-74.5,908.032258064516,1662.93225806452,5
3008,-68.2222222222222,-154.355555555556,960.6,1268.15555555556,5
3009,936.444444444444,62.1944444444443,1219.04444444444,1899.48888888889,5
3010,-101.857142857143,161.25,2295.84729064039,2366.15086206897,5
3012,-477.402777777778,-198.133333333334,2069.29390681004,1471.31612903226,5
3013,-144.333333333333,528.7,1370.99283154122,865.348387096774,5
3014,-29.1269841269841,629.333333333333,3718.40740740741,2494.85185185185,5
1001,215.111111111111,-686.333333333333,2014.01792114695,2766.68458781362,6
1002,-516.7,-489.477777777778,1711.06451612903,1564.76451612903,6
1003,1154.33333333333,-753.1,1654.76666666667,3781.2,6
1007,280.361111111111,168.777777777778,-458.616666666667,165.855555555555,6
1008,661.166666666667,-338,1038.88172043011,1976.54838709677,6
1009,726.222222222222,86.6999999999998,1037.75627240143,1011.94516129032,6
1010,-171.880952380952,366.5,3362.00460829493,3259.29032258065,6
1011,-139.842105263158,-139.842105263158,1498.15619694397,1498.15619694397,6
1014,-749.222222222223,854.125,1720.00766283525,1027.64655172414,6
1015,-133.444444444445,-226.033333333333,1772.4623655914,2741.82903225806,6
1016,503.680555555556,-657.569444444444,785.495689655172,1449.06513409962,6
1017,-1204.33333333333,-357.133333333334,2980.16487455197,2091.18709677419,6
1018,-161,-311.788888888889,1448.98888888889,1110.33333333333,6
1019,-322.222222222222,-340.097222222222,2293.26523297491,1624.93189964158,6
1020,231.125,452.333333333333,2070.9,1000.01111111111,6
1022,-793.277777777777,65.3333333333335,2590.77777777778,1435.22222222222,6
1023,-67.2555555555555,-346.533333333333,1160.0394265233,1572.68387096774,6
1024,177.177777777778,279.155555555556,1506.48028673835,680.658064516129,6
1025,306.986111111111,365.555555555555,2097.63082437276,2401.96415770609,6
1026,783.333333333333,405.777777777778,1012.91756272401,1546.13978494624,6
1027.5,181.866666666667,-558.541666666667,1695.36666666667,2605.90833333333,6
1029,199.333333333333,16.8888888888887,1306.13261648746,2121.13261648746,6
1030,-148.777777777778,-499.222222222222,2486.94623655914,1550.5017921147,6
1031,-288.755555555555,-646.333333333333,1578.0394265233,2146.26164874552,6
3001,211.722222222222,-763.933333333333,1114.71326164875,1590.53548387097,6
3002,631.888888888889,-1262.67777777778,3300.6917562724,3950.48064516129,6
3003,763.777777777778,-498.111111111111,56.6308243727594,942.853046594982,6
3004,143.744444444445,3.55555555555566,927.466666666666,1034.98888888889,6
3006,199.444444444444,716.522222222222,1908.23655913979,521.603225806452,6
3007,374.555555555555,-100.277777777778,1755.53333333333,2715.7,6
3008,-166,-779.333333333333,981.8,2141.13333333333,6
3009,204.888888888889,-153.513888888889,2137.28888888889,2788.62222222222,6
3010,-255.571428571428,29.75,1832.8078817734,2753.25431034483,6
3012,-1627.30555555556,-1292.88888888889,3352.05555555556,2793.94444444444,6
3013,121.111111111111,779.833333333333,1497.25448028674,969.532258064516,6
3014,-164.553571428572,767.777777777777,3549.27314814815,2593.25925925926,6
