Subject,bin,type,mean
50,3,rand_local,73.73333333
50,4,rand_local,51.82222222
50,5,rand_local,-28.03333333
50,6,rand_local,-218
50,1,alt_local,28.22222222
50,2,alt_local,40.44444444
50,3,alt_local,2.625
50,4,alt_local,-41.16666667
50,5,alt_local,-113.0972222
50,6,alt_local,-40.72222222
50,1,rand_global,262.2354839
50,2,rand_global,317.8351254
50,3,rand_global,346.1505376
50,4,rand_global,408.0035842
50,5,rand_global,537.655914
50,6,rand_global,794.5444444
50,1,alt_global,255.6021505
50,2,alt_global,298.390681
50,3,alt_global,409.858871
50,4,alt_global,518.7258065
50,5,alt_global,747.1975806
50,6,alt_global,757.2666667
51,1,rand_local,179.4
51,2,rand_local,136
51,3,rand_local,187.2
51,4,rand_local,401.4555556
51,5,rand_local,443.8888889
51,6,rand_local,510.5555556
51,1,alt_local,184.6
51,2,alt_local,311.8
51,3,alt_local,449.4
51,4,alt_local,545
51,5,alt_local,468.7333333
51,6,alt_local,513.3111111
51,1,rand_global,337.075
51,2,rand_global,418.25
51,3,rand_global,478.45
51,4,rand_global,628.0250896
51,5,rand_global,829.6379928
51,6,rand_global,960.7311828
51,1,alt_global,316.875
51,2,alt_global,342.15
51,3,alt_global,366.05
51,4,alt_global,451.1806452
51,5,alt_global,694.7935484
51,6,alt_global,866.8645161
53,1,rand_local,93.3
53,2,rand_local,119.8555556
53,3,rand_local,189.6444444
53,4,rand_local,196.7777778
53,5,rand_local,-55.22222222
53,6,rand_local,212.7777778
53,1,alt_local,37.34444444
53,2,alt_local,113.9555556
53,3,alt_local,207.3555556
53,4,alt_local,263.4
53,5,alt_local,192.825
53,6,alt_local,93.59722222
53,1,rand_global,322.9
53,2,rand_global,393.5444444
53,3,rand_global,442.0222222
53,4,rand_global,635.2777778
53,5,rand_global,1058.444444
53,6,rand_global,1266.066667
53,1,alt_global,350.8
53,2,alt_global,383.7
53,3,alt_global,412.6666667
53,4,alt_global,532.6
53,5,alt_global,786.9666667
53,6,alt_global,1142.177778
54,1,rand_local,76.5
54,2,rand_local,61.6
54,3,rand_local,111.2
54,4,rand_local,65.08888889
54,5,rand_local,90.77777778
54,6,rand_local,72.33333333
54,1,alt_local,-6.777777778
54,2,alt_local,37.88888889
54,3,alt_local,-99.88888889
54,4,alt_local,-191.8333333
54,5,alt_local,-38.05555556
54,6,alt_local,34.75
54,1,rand_global,295.7310345
54,2,rand_global,422.4965517
54,3,rand_global,502.1896552
54,4,rand_global,646.0068966
54,5,rand_global,772.0076628
54,6,rand_global,1043.521073
54,1,alt_global,387.7088123
54,2,alt_global,479.2298851
54,3,alt_global,680.2452107
54,4,alt_global,885.7068966
54,5,alt_global,950.3965517
54,6,alt_global,1051.090517
55,1,rand_local,278.2
55,2,rand_local,349.9
55,3,rand_local,292.7
55,4,rand_local,267.5555556
55,5,rand_local,113.5555556
55,6,rand_local,-689
55,1,alt_local,407
55,2,alt_local,445.6
55,3,alt_local,348.3777778
55,4,alt_local,388.4222222
55,5,alt_local,323.4222222
55,6,alt_local,899.5111111
55,1,rand_global,462.0064516
55,2,rand_global,547.4193548
55,3,rand_global,691.2
55,4,rand_global,817.8888889
55,5,rand_global,1194.277778
55,6,rand_global,2571.566667
55,1,alt_global,501.0064516
55,2,alt_global,672.9193548
55,3,alt_global,852.2
55,4,alt_global,1075.8
55,5,alt_global,1450.633333
55,6,alt_global,2045.5
56,1,rand_local,126.8
56,2,rand_local,288.6
56,3,rand_local,324.1
56,4,rand_local,244.7777778
56,5,rand_local,258.2222222
56,6,rand_local,147.5555556
56,1,alt_local,72.25555556
56,2,alt_local,-18.52777778
56,3,alt_local,-30.91666667
56,4,alt_local,-201.0138889
56,5,alt_local,-454.1111111
56,6,alt_local,-423.125
56,1,rand_global,273.8451613
56,2,rand_global,333.7516129
56,3,rand_global,430.2333333
56,4,rand_global,644.8222222
56,5,rand_global,816.6222222
56,6,rand_global,1209.955556
56,1,alt_global,368.9451613
56,2,alt_global,513.2293907
56,3,alt_global,629.2
56,4,alt_global,967.1555556
56,5,alt_global,1431.511111
56,6,alt_global,1693.066667
57,1,rand_local,28.3
57,2,rand_local,32.66666667
57,3,rand_local,36.11111111
57,4,rand_local,39
57,5,rand_local,-23.15277778
57,6,rand_local,123.0416667
57,1,alt_local,56.47777778
57,2,alt_local,56.88888889
57,3,alt_local,58.77777778
57,4,alt_local,151.7777778
57,5,alt_local,308.8888889
57,6,alt_local,228.3333333
57,1,rand_global,256.7586207
57,2,rand_global,296.1706349
57,3,rand_global,306.7777778
57,4,rand_global,359.1269841
57,5,rand_global,482.6964286
57,6,rand_global,636.5892857
57,1,alt_global,273.0586207
57,2,alt_global,299.5039683
57,3,alt_global,305.2222222
57,4,alt_global,340.9047619
57,5,alt_global,422.8769841
57,6,alt_global,516.6309524
58,1,rand_local,132
58,2,rand_local,239.0888889
58,3,rand_local,488.7444444
58,4,rand_local,653
58,5,rand_local,610.4444444
58,6,rand_local,22.55555556
58,1,alt_local,168.5444444
58,2,alt_local,516.9222222
58,3,alt_local,600.5972222
58,4,alt_local,694.3472222
58,5,alt_local,1180.083333
58,6,alt_local,1240.583333
58,1,rand_global,214.7032258
58,2,rand_global,280.6594982
58,3,rand_global,283.5232975
58,4,rand_global,473.5376344
58,5,rand_global,678.297491
58,6,rand_global,1216.978495
58,1,alt_global,235.8032258
58,2,alt_global,235.8483871
58,3,alt_global,277.7455197
58,4,alt_global,521.6487455
58,5,alt_global,744.4086022
58,6,alt_global,749.311828
59,1,rand_local,131
59,2,rand_local,183.1
59,3,rand_local,174.9
59,4,rand_local,130.0666667
59,5,rand_local,46.22222222
59,6,rand_local,-203.8888889
59,1,alt_local,202.0555556
59,2,alt_local,301.1
59,3,alt_local,275.8
59,4,alt_local,378.75
59,5,alt_local,465.9861111
59,6,alt_local,375.9444444
59,1,rand_global,276.9774194
59,2,rand_global,377.0322581
59,3,rand_global,490.7225806
59,4,rand_global,716.1075269
59,5,rand_global,986.8422939
59,6,rand_global,1228.387097
59,1,alt_global,252.1774194
59,2,alt_global,333.9322581
59,3,alt_global,478.5225806
59,4,alt_global,545.2741935
59,5,alt_global,739.953405
59,6,alt_global,1008.942652
60,1,rand_local,6.555555556
60,2,rand_local,102.2222222
60,3,rand_local,184.7916667
60,4,rand_local,220.375
60,5,rand_local,242.375
60,6,rand_local,189
60,1,alt_local,18.25396825
60,2,alt_local,24.50793651
60,3,alt_local,122.9365079
60,4,alt_local,185.6349206
60,5,alt_local,295.1607143
60,6,alt_local,617.3571429
60,1,rand_global,308.2222222
60,2,rand_global,371.9
60,3,rand_global,412.9416667
60,4,rand_global,580.137931
60,5,rand_global,751.6293103
60,6,rand_global,989.875
60,1,alt_global,383.8888889
60,2,alt_global,444.0111111
60,3,alt_global,503.8444444
60,4,alt_global,557.3601533
60,5,alt_global,656.5043103
60,6,alt_global,658.5
61,1,rand_local,74.2
61,2,rand_local,82.6
61,3,rand_local,69.3
61,4,rand_local,54.9
61,5,rand_local,121.1555556
61,6,rand_local,160.8888889
61,1,alt_local,109.2
61,2,alt_local,124.3
61,3,alt_local,129.9
61,4,alt_local,121.9
61,5,alt_local,101.7
61,6,alt_local,99.33333333
61,1,rand_global,287.31875
61,2,rand_global,351.975
61,3,rand_global,435.8580645
61,4,rand_global,522.2935484
61,5,rand_global,585.702509
61,6,rand_global,729.7311828
61,1,alt_global,267.91875
61,2,alt_global,313.975
61,3,alt_global,345.0580645
61,4,alt_global,454.6935484
61,5,alt_global,598.5580645
61,6,alt_global,798.6200717
62,1,rand_local,10.2
62,2,rand_local,-5.7
62,3,rand_local,40.8
62,4,rand_local,42.88888889
62,5,rand_local,11.8
62,6,rand_local,135.1111111
62,1,alt_local,-66.5
62,2,alt_local,-69.7
62,3,alt_local,-84.35555556
62,4,alt_local,-90.23333333
62,5,alt_local,17.52222222
62,6,alt_local,143.3333333
62,1,rand_global,402.51875
62,2,rand_global,504.76875
62,3,rand_global,572.5875
62,4,rand_global,689.6272401
62,5,rand_global,845.9677419
62,6,rand_global,865.3405018
62,1,alt_global,363.91875
62,2,alt_global,450.76875
62,3,alt_global,578.7430556
62,4,alt_global,731.8494624
62,5,alt_global,848.7455197
62,6,alt_global,902.562724
63,1,rand_local,69.1
63,2,rand_local,109.5222222
63,3,rand_local,154.1111111
63,4,rand_local,197
63,5,rand_local,270.3333333
63,6,rand_local,53.22222222
63,1,alt_local,25.7
63,2,alt_local,44.5
63,3,alt_local,0.988888889
63,4,alt_local,16.77777778
63,5,alt_local,2.111111111
63,6,alt_local,127.6666667
63,1,rand_global,205.58125
63,2,rand_global,181.5277778
63,3,rand_global,200.25
63,4,rand_global,227.1875
63,5,rand_global,281.9784946
63,6,rand_global,742.1827957
63,1,alt_global,293.58125
63,2,alt_global,293.75
63,3,alt_global,392.3611111
63,4,alt_global,494.4097222
63,5,alt_global,636.6451613
63,6,alt_global,834.7383513
64,1,rand_local,90.8
64,2,rand_local,152.7
64,3,rand_local,212.8
64,4,rand_local,235.5555556
64,5,rand_local,166.6666667
64,6,rand_local,114.1111111
64,1,alt_local,59.6
64,2,alt_local,81.8
64,3,alt_local,-1.155555556
64,4,alt_local,-14.88888889
64,5,alt_local,-136.5555556
64,6,alt_local,-64
64,1,rand_global,292.46875
64,2,rand_global,337.0806452
64,3,rand_global,372.4354839
64,4,rand_global,459.1935484
64,5,rand_global,616.4265233
64,6,rand_global,714.9784946
64,1,alt_global,338.36875
64,2,alt_global,436.3806452
64,3,alt_global,602.5354839
64,4,alt_global,676.6379928
64,5,alt_global,826.5376344
64,6,alt_global,754.2007168
65,1,rand_local,172.8888889
65,2,rand_local,234.7777778
65,3,rand_local,250.1111111
65,4,rand_local,335.7777778
65,5,rand_local,359.1111111
65,6,rand_local,287.0833333
65,1,alt_local,67.22222222
65,2,alt_local,107.1111111
65,3,alt_local,113.3333333
65,4,alt_local,86.88888889
65,5,alt_local,52.06944444
65,6,alt_local,36.05555556
65,1,rand_global,232.3010753
65,2,rand_global,311.6164875
65,3,rand_global,348.7555556
65,4,rand_global,403.2777778
65,5,rand_global,657.7666667
65,6,rand_global,911.2166667
65,1,alt_global,436.6344086
65,2,alt_global,539.0609319
65,3,alt_global,722.6444444
65,4,alt_global,881.1666667
65,5,alt_global,1106.322222
65,6,alt_global,1478.411111
66,1,rand_local,169
66,2,rand_local,230.7777778
66,3,rand_local,328.7777778
66,4,rand_local,410.9861111
66,5,rand_local,286.0555556
66,6,rand_local,226.375
66,1,alt_local,13.11111111
66,2,alt_local,21.45833333
66,3,alt_local,-34
66,4,alt_local,-146.7083333
66,5,alt_local,-172.375
66,6,alt_local,72
66,1,rand_global,226.375
66,2,rand_global,276.8020833
66,3,rand_global,329.6845878
66,4,rand_global,399.3405018
66,5,rand_global,658.7992832
66,6,rand_global,905.7540323
66,1,alt_global,189.9305556
66,2,alt_global,299.1354167
66,3,alt_global,463.1290323
66,4,alt_global,642.7849462
66,5,alt_global,801.2298387
66,6,alt_global,901.2540323
67,1,rand_local,106.8
67,2,rand_local,96.9
67,3,rand_local,136.8888889
67,4,rand_local,164.6666667
67,5,rand_local,159.2222222
67,6,rand_local,58.44444444
67,1,alt_local,-15.2
67,2,alt_local,-18.9
67,3,alt_local,-12.6
67,4,alt_local,25.3
67,5,alt_local,104.5555556
67,6,alt_local,159.2222222
67,1,rand_global,185.5375
67,2,rand_global,227.10625
67,3,rand_global,253.9340278
67,4,rand_global,286.6458333
67,5,rand_global,375.9784946
67,6,rand_global,636.2329749
67,1,alt_global,384.4375
67,2,alt_global,419.10625
67,3,alt_global,443.45625
67,4,alt_global,461.3125
67,5,alt_global,500.311828
67,6,alt_global,568.6774194
69,1,rand_local,-5
69,2,rand_local,2.4
69,3,rand_local,-55.2
69,4,rand_local,-33.84444444
69,5,rand_local,16.75555556
69,6,rand_local,-8
69,1,alt_local,-1.311111111
69,2,alt_local,32.98888889
69,3,alt_local,25.61111111
69,4,alt_local,-19.43333333
69,5,alt_local,47.16666667
69,6,alt_local,125.8888889
69,1,rand_global,341.6375
69,2,rand_global,385.2548387
69,3,rand_global,508.1677419
69,4,rand_global,554.8315412
69,5,rand_global,618.0896057
69,6,rand_global,763.0286738
69,1,alt_global,368.1375
69,2,alt_global,455.2548387
69,3,alt_global,540.4677419
69,4,alt_global,672.4870968
69,5,alt_global,770.1451613
69,6,alt_global,896.4731183
70,1,rand_local,161.5555556
70,2,rand_local,190.4444444
70,3,rand_local,270.4444444
70,4,rand_local,370.8611111
70,5,rand_local,482.2361111
70,6,rand_local,244.1527778
70,1,alt_local,93.08888889
70,2,alt_local,164.8111111
70,3,alt_local,267.4333333
70,4,alt_local,314.5333333
70,5,alt_local,416.8888889
70,6,alt_local,256.2777778
70,1,rand_global,200.6953405
70,2,rand_global,251.3
70,3,rand_global,248.4
70,4,rand_global,241.1833333
70,5,rand_global,250.575
70,6,rand_global,507.525
70,1,alt_global,162.6064516
70,2,alt_global,184.9333333
70,3,alt_global,186.9666667
70,4,alt_global,183.7333333
70,5,alt_global,202.2555556
70,6,alt_global,450.1222222
71,1,rand_local,158.1
71,2,rand_local,170.7333333
71,3,rand_local,268.9333333
71,4,rand_local,398.9444444
71,5,rand_local,492.5
71,6,rand_local,842
71,1,alt_local,8.347222222
71,2,alt_local,29.5
71,3,alt_local,14.25
71,4,alt_local,198.5
71,5,alt_local,521.1071429
71,6,alt_local,1232.321429
71,1,rand_global,220.1774194
71,2,rand_global,293.6
71,3,rand_global,310.7666667
71,4,rand_global,307.0222222
71,5,rand_global,496.0666667
71,6,rand_global,1040.144444
71,1,alt_global,-28.54480287
71,2,alt_global,-5.066666667
71,3,alt_global,102.1
71,4,alt_global,200.3416667
71,5,alt_global,318.8166667
71,6,alt_global,1122.616667
72,1,rand_local,139.4
72,2,rand_local,169.7
72,3,rand_local,201.6777778
72,4,rand_local,204
72,5,rand_local,230.5555556
72,6,rand_local,166.2222222
72,1,alt_local,47
72,2,alt_local,-22.68888889
72,3,alt_local,16.57777778
72,4,alt_local,82.66666667
72,5,alt_local,167
72,6,alt_local,-118.7777778
72,1,rand_global,309.3333333
72,2,rand_global,343.9551724
72,3,rand_global,402.3068966
72,4,rand_global,484.816092
72,5,rand_global,620.467433
72,6,rand_global,765.7126437
72,1,alt_global,289.2333333
72,2,alt_global,472.4551724
72,3,alt_global,534.4068966
72,4,alt_global,605.3716475
72,5,alt_global,634.3563218
72,6,alt_global,899.4904215
73,1,rand_local,109.1
73,2,rand_local,41.9
73,3,rand_local,29.9
73,4,rand_local,-23.7
73,5,rand_local,39.65555556
73,6,rand_local,156.5666667
73,1,alt_local,-58.6
73,2,alt_local,11.3
73,3,alt_local,7.555555556
73,4,alt_local,-139.1111111
73,5,alt_local,-374.6666667
73,6,alt_local,-278
73,1,rand_global,198.51875
73,2,rand_global,317.4375
73,3,rand_global,360.1677419
73,4,rand_global,467.0709677
73,5,rand_global,547.8960573
73,6,rand_global,479.8172043
73,1,alt_global,347.01875
73,2,alt_global,444.9375
73,3,alt_global,525.4121864
73,4,alt_global,717.6487455
73,5,alt_global,1018.784946
73,6,alt_global,922.5949821
74,1,rand_local,85.6
74,2,rand_local,205
74,3,rand_local,260.5555556
74,4,rand_local,418.6666667
74,5,rand_local,503
74,6,rand_local,355.4027778
74,1,alt_local,133.5694444
74,2,alt_local,236.9305556
74,3,alt_local,164.4027778
74,4,alt_local,86.125
74,5,alt_local,11.875
74,6,alt_local,35.42857143
74,1,rand_global,331.9666667
74,2,rand_global,401.2666667
74,3,rand_global,507.7222222
74,4,rand_global,574.1888889
74,5,rand_global,708.4482759
74,6,rand_global,1193.842912
74,1,alt_global,309.1222222
74,2,alt_global,367.3777778
74,3,alt_global,551.7222222
74,4,alt_global,719.425
74,5,alt_global,1004.573276
74,6,alt_global,1413.62069
75,1,rand_local,256.7666667
75,2,rand_local,311.8888889
75,3,rand_local,268.3333333
75,4,rand_local,396.6666667
75,5,rand_local,-91.88888889
75,6,rand_local,-586.2361111
75,1,alt_local,182.1
75,2,alt_local,260
75,3,alt_local,155.8777778
75,4,alt_local,132.4444444
75,5,alt_local,569.0888889
75,6,alt_local,434.2222222
75,1,rand_global,185.1770833
75,2,rand_global,397.2291667
75,3,rand_global,539.4236111
75,4,rand_global,698.827957
75,5,rand_global,1498.383513
75,6,rand_global,3453.221774
75,1,alt_global,430.84375
75,2,alt_global,673.7625
75,3,alt_global,1019.2125
75,4,alt_global,1426.16129
75,5,alt_global,1708.96129
75,6,alt_global,3316.763441
76,1,rand_local,117.9666667
76,2,rand_local,126.4
76,3,rand_local,39.75
76,4,rand_local,1.708333333
76,5,rand_local,-37.79166667
76,6,rand_local,-3.263888889
76,1,alt_local,-95.16666667
76,2,alt_local,-116.7916667
76,3,alt_local,-158.875
76,4,alt_local,-100
76,5,alt_local,-158.75
76,6,alt_local,-489
76,1,rand_global,498.0740741
76,2,rand_global,570.0740741
76,3,rand_global,693.1388889
76,4,rand_global,768.7731481
76,5,rand_global,892.8287037
76,6,rand_global,440.7824074
76,1,alt_global,428.2407407
76,2,alt_global,569.1990741
76,3,alt_global,760.8888889
76,4,alt_global,763.1481481
76,5,alt_global,797.8287037
76,6,alt_global,675.5324074
77,1,rand_local,96.6
77,2,rand_local,172.0555556
77,3,rand_local,223.1777778
77,4,rand_local,262.6666667
77,5,rand_local,395.4444444
77,6,rand_local,812
77,1,alt_local,139.8444444
77,2,alt_local,182.7777778
77,3,alt_local,190
77,4,alt_local,80.11111111
77,5,alt_local,23.88888889
77,6,alt_local,-571.5555556
77,1,rand_global,334.0645161
77,2,rand_global,426.7670251
77,3,rand_global,539.3189964
77,4,rand_global,678.3512545
77,5,rand_global,783.2258065
77,6,rand_global,989.781362
77,1,alt_global,374.6645161
77,2,alt_global,424.655914
77,3,alt_global,586.6523297
77,4,alt_global,810.4623656
77,5,alt_global,1088.336918
77,6,alt_global,1971.003584
78,1,rand_local,270.7333333
78,2,rand_local,416.3333333
78,3,rand_local,474.8
78,4,rand_local,506.9888889
78,5,rand_local,639.7666667
78,6,rand_local,190.3333333
78,1,alt_local,166.2
78,2,alt_local,203.4666667
78,3,alt_local,287.8444444
78,4,alt_local,458.8888889
78,5,alt_local,754.1805556
78,6,alt_local,938.25
78,1,rand_global,359.7634409
78,2,rand_global,417.5053763
78,3,rand_global,516.5483871
78,4,rand_global,605.0143369
78,5,rand_global,799.7666667
78,6,rand_global,1526.011111
78,1,alt_global,265.8967742
78,2,alt_global,322.0387097
78,3,alt_global,375.1483871
78,4,alt_global,429.125448
78,5,alt_global,539.8777778
78,6,alt_global,879.9
80,1,rand_local,264.2
80,2,rand_local,399.6777778
80,3,rand_local,459.9444444
80,4,rand_local,359.2222222
80,5,rand_local,475.8888889
80,6,rand_local,610.7777778
80,1,alt_local,169.1
80,2,alt_local,104
80,3,alt_local,-53.2
80,4,alt_local,-212.5111111
80,5,alt_local,-318.1111111
80,6,alt_local,-934.1111111
80,1,rand_global,432.80625
80,2,rand_global,542.8673835
80,3,rand_global,628.8458781
80,4,rand_global,973.8458781
80,5,rand_global,1209.767025
80,6,rand_global,1988.702509
80,1,alt_global,526.50625
80,2,alt_global,737.8451613
80,3,alt_global,1057.290323
80,4,alt_global,1346.690323
80,5,alt_global,1706.322581
80,6,alt_global,2659.591398
81,1,rand_local,129.7
81,2,rand_local,162
81,3,rand_local,151
81,4,rand_local,176.4444444
81,5,rand_local,246.0222222
81,6,rand_local,502.5555556
81,1,alt_local,83.26666667
81,2,alt_local,11.66666667
81,3,alt_local,4.922222222
81,4,alt_local,75.67777778
81,5,alt_local,224.3555556
81,6,alt_local,319.1111111
81,1,rand_global,177.5875
81,2,rand_global,226.6875
81,3,rand_global,335.8375
81,4,rand_global,393.1805556
81,5,rand_global,509.2152778
81,6,rand_global,687.3655914
81,1,alt_global,345.5875
81,2,alt_global,511.1875
81,3,alt_global,591.2375
81,4,alt_global,646.725
81,5,alt_global,679.6375
81,6,alt_global,936.921147
82,1,rand_local,308.8555556
82,2,rand_local,374.7777778
82,3,rand_local,457.3333333
82,4,rand_local,592.1111111
82,5,rand_local,813.8888889
82,6,rand_local,706.5555556
82,1,alt_local,215
82,2,alt_local,286.7
82,3,alt_local,364.2
82,4,alt_local,470.5666667
82,5,alt_local,478.1111111
82,6,alt_local,340.5888889
82,1,rand_global,319.3799283
82,2,rand_global,432.9666667
82,3,rand_global,466.5888889
82,4,rand_global,501.3666667
82,5,rand_global,619.9666667
82,6,rand_global,970.0222222
82,1,alt_global,322.0354839
82,2,alt_global,372.5666667
82,3,alt_global,401.1666667
82,4,alt_global,463.8
82,5,alt_global,637.3
82,6,alt_global,1002.766667
83,1,rand_local,134.5555556
83,2,rand_local,160.0444444
83,3,rand_local,204.4666667
83,4,rand_local,194.1111111
83,5,rand_local,202.4444444
83,6,rand_local,258.1111111
83,1,alt_local,137.8
83,2,alt_local,79.26666667
83,3,alt_local,33.22222222
83,4,alt_local,43.11111111
83,5,alt_local,-25.11111111
83,6,alt_local,-179.4444444
83,1,rand_global,326.4444444
83,2,rand_global,383.0071685
83,3,rand_global,413.9462366
83,4,rand_global,514.7275986
83,5,rand_global,654.8781362
83,6,rand_global,862.0322581
83,1,alt_global,356.6
83,2,alt_global,507.7849462
83,3,alt_global,671.6129032
83,4,alt_global,840.3942652
83,5,alt_global,1034.655914
83,6,alt_global,1309.25448
84,1,rand_local,266.2
84,2,rand_local,297.4333333
84,3,rand_local,371.5555556
84,4,rand_local,403.8888889
84,5,rand_local,381.1111111
84,6,rand_local,292.3333333
84,1,alt_local,173
84,2,alt_local,297.1
84,3,alt_local,333.5
84,4,alt_local,359.8
84,5,alt_local,304.0222222
84,6,alt_local,62.66666667
84,1,rand_global,296.5125
84,2,rand_global,364.9625
84,3,rand_global,409.3576389
84,4,rand_global,529.7634409
84,5,rand_global,729.7956989
84,6,rand_global,822.9318996
84,1,alt_global,232.4125
84,2,alt_global,231.9625
84,3,alt_global,249.16875
84,4,alt_global,302.9967742
84,5,alt_global,497.3290323
84,6,alt_global,683.7096774
85,1,rand_local,278.4
85,2,rand_local,315.4444444
85,3,rand_local,335.8888889
85,4,rand_local,351.8888889
85,5,rand_local,141.2222222
85,6,rand_local,249.2222222
85,1,alt_local,257.1
85,2,alt_local,160
85,3,alt_local,-30.4
85,4,alt_local,-123.6
85,5,alt_local,-266.8888889
85,6,alt_local,-240.4444444
85,1,rand_global,316.5625
85,2,rand_global,352.2152778
85,3,rand_global,418.0250896
85,4,rand_global,416.1433692
85,5,rand_global,740.6630824
85,6,rand_global,865.6845878
85,1,alt_global,510.2625
85,2,alt_global,713.3375
85,3,alt_global,1062.380645
85,4,alt_global,1204.832258
85,5,alt_global,1706.44086
85,6,alt_global,2040.017921
86,1,rand_local,262.2
86,2,rand_local,290.4
86,3,rand_local,331.8
86,4,rand_local,400.3333333
86,5,rand_local,397.7777778
86,6,rand_local,242.8888889
86,1,alt_local,43.4
86,2,alt_local,11.1
86,3,alt_local,-4.722222222
86,4,alt_local,55.33333333
86,5,alt_local,155.3333333
86,6,alt_local,554
86,1,rand_global,323.13125
86,2,rand_global,452.1935484
86,3,rand_global,568.2193548
86,4,rand_global,685.9175627
86,5,rand_global,857.3727599
86,6,rand_global,1282.100358
86,1,alt_global,466.23125
86,2,alt_global,567.4935484
86,3,alt_global,614.6415771
86,4,alt_global,696.4731183
86,5,alt_global,769.0394265
86,6,alt_global,894.9892473
87,1,rand_local,20
87,2,rand_local,78.42222222
87,3,rand_local,107.7777778
87,4,rand_local,-75.55555556
87,5,rand_local,-169.1111111
87,6,rand_local,-184
87,1,alt_local,80.93636364
87,2,alt_local,109.6
87,3,alt_local,57
87,4,alt_local,79.36666667
87,5,alt_local,92.5
87,6,alt_local,-104.4555556
87,1,rand_global,246.43125
87,2,rand_global,269.175
87,3,rand_global,316.0104167
87,4,rand_global,625.0520833
87,5,rand_global,917.2365591
87,6,rand_global,1188.265233
87,1,alt_global,303.3948864
87,2,alt_global,389.275
87,3,alt_global,515.34375
87,4,alt_global,653.01875
87,5,alt_global,874.4032258
87,6,alt_global,1201.609677
88,1,rand_local,588.4222222
88,2,rand_local,631.3333333
88,3,rand_local,554.4444444
88,4,rand_local,458.1111111
88,5,rand_local,650.6666667
88,6,rand_local,473.5138889
88,1,alt_local,172.2
88,2,alt_local,297.7888889
88,3,alt_local,393.5555556
88,4,alt_local,547.2222222
88,5,alt_local,784.7777778
88,6,alt_local,558
88,1,rand_global,279.425
88,2,rand_global,424.8125
88,3,rand_global,518.7275986
88,4,rand_global,696.4229391
88,5,rand_global,896.6953405
88,6,rand_global,1541.111111
88,1,alt_global,289.925
88,2,alt_global,371.9236111
88,3,alt_global,427.5053763
88,4,alt_global,596.311828
88,5,alt_global,654.8064516
88,6,alt_global,1127.777778
89,1,rand_local,147.7
89,2,rand_local,173.7666667
89,3,rand_local,234.6666667
89,4,rand_local,229.5555556
89,5,rand_local,133.5555556
89,6,rand_local,326.3333333
89,1,alt_local,79.97777778
89,2,alt_local,197.4444444
89,3,alt_local,283.1111111
89,4,alt_local,164.7777778
89,5,alt_local,7.666666667
89,6,alt_local,-540
89,1,rand_global,249.6645161
89,2,rand_global,322.0752688
89,3,rand_global,377.9713262
89,4,rand_global,530.6308244
89,5,rand_global,726.9247312
89,6,rand_global,912.6057348
89,1,alt_global,300.2867384
89,2,alt_global,343.1863799
89,3,alt_global,413.9713262
89,4,alt_global,607.7419355
89,5,alt_global,934.4802867
89,6,alt_global,1565.383513
90,1,rand_local,165.3
90,2,rand_local,184.8
90,3,rand_local,191.0222222
90,4,rand_local,190.9777778
90,5,rand_local,290.3333333
90,6,rand_local,381.1111111
90,1,alt_local,84.55555556
90,2,alt_local,202.4444444
90,3,alt_local,306.6666667
90,4,alt_local,402.8888889
90,5,alt_local,567.6666667
90,6,alt_local,604.3333333
90,1,rand_global,287.9580645
90,2,rand_global,382.9483871
90,3,rand_global,432.1032258
90,4,rand_global,504.4
90,5,rand_global,597.3222222
90,6,rand_global,665.6333333
90,1,alt_global,147.2580645
90,2,alt_global,205.437276
90,3,alt_global,214.2365591
90,4,alt_global,193.9333333
90,5,alt_global,218.7666667
90,6,alt_global,174.0777778
91,1,rand_local,114.8
91,2,rand_local,118.4
91,3,rand_local,56.32222222
91,4,rand_local,61.51111111
91,5,rand_local,86.2
91,6,rand_local,-130.6444444
91,1,alt_local,136.5
91,2,alt_local,164.8
91,3,alt_local,125.0888889
91,4,alt_local,56.74444444
91,5,alt_local,-5.422222222
91,6,alt_local,27.66666667
91,1,rand_global,362.08125
91,2,rand_global,421.2375
91,3,rand_global,530.8402778
91,4,rand_global,629.3263889
91,5,rand_global,801.483871
91,6,rand_global,1161.412186
91,1,alt_global,431.58125
91,2,alt_global,575.4375
91,3,alt_global,729.8625
91,4,alt_global,876.1375
91,5,alt_global,1023.683871
91,6,alt_global,1156.856631
92,1,rand_local,104.7
92,2,rand_local,147.2222222
92,3,rand_local,208.1666667
92,4,rand_local,229.1666667
92,5,rand_local,250
92,6,rand_local,17.11111111
92,1,alt_local,128.1
92,2,alt_local,157.3
92,3,alt_local,158.6
92,4,alt_local,197.1777778
92,5,alt_local,239.7222222
92,6,alt_local,112.1111111
92,1,rand_global,339.7516129
92,2,rand_global,355.9677419
92,3,rand_global,376.7
92,4,rand_global,383.3
92,5,rand_global,484.5666667
92,6,rand_global,752.3333333
92,1,alt_global,314.7516129
92,2,alt_global,337.3677419
92,3,alt_global,361.4
92,4,alt_global,414.4
92,5,alt_global,534.0666667
92,6,alt_global,639.3333333
93,1,rand_local,51.01111111
93,2,rand_local,67.95555556
93,3,rand_local,46.1
93,4,rand_local,61.11111111
93,5,rand_local,-73.11111111
93,6,rand_local,-60.11111111
93,1,alt_local,23.4
